traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.06967213114754098,2.05327868852459,0.045081967213114756,53.34166666666667,1
2,0.16153846153846155,2.5692307692307694,0.023076923076923078,67.84166666666667,2
3,0.5,3.875,0,203.29166666666666,3
4,0.5423728813559322,7.5423728813559325,1,138.13333333333333,4
