site_name,marker,prop
RUSH,advanced_cancer,0.6892778993435449
RUSH,metastatic_cancer,0.6542669584245077
RUSH,malignant_pleural_effusion,0.09846827133479212
RUSH,cachexia,0.08533916849015317
