traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,15,14.232986884434546,0.01645632269240287,0.09168522642910171
2,15,14.257774706288874,0.023496890117484452,0.09191430545957152
3,15,13.332203389830509,0.07457627118644068,0.1864406779661017
4,10,9.794100636205899,0.3019086176980914,0.6790052053209948
NA,15,13.190619347277776,0.08274763121263848,0.24322483966824238
