site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
RUSH,457,67.07439824945295,10.758867258774353,8.24945295404814,3.0043763676148796,0.08533916849015317,0.09409190371991247,0.17943107221006566,0.15973741794310722,0.19912472647702406,0.6892778993435449,0.6542669584245077,0.09846827133479212,0.08533916849015317
