traj_cluster_ra,pct_room_air,pct_low_o2,pct_niv,pct_imv,pct_other,pct_no_arf,pct_hypox,pct_hyper,pct_mixed,pct_vaso,transition_count,n_cluster
1,0.8192229957332136,0.1615203233774983,0.008084437457893555,0.011172243431394564,0,0.9980350325623175,0,0.001571973950145969,3.9299348753649225e-4,0.011340669211767348,1.9385245901639345,244
2,0.030769230769230767,0.8991570073761854,0.06870389884088514,0.0013698630136986301,0,0.979768177028451,0.0029504741833508955,0.014752370916754477,0.0025289778714436247,0.009378292939936776,2.0846153846153848,130
3,0.010844748858447488,0.16552511415525112,0.8236301369863014,0,0,0.9726027397260274,0.019406392694063926,0.003995433789954338,0.003995433789954338,0.0228310502283105,2.0833333333333335,24
4,0.033433944741119104,0.20849779428836776,0.06454608776410495,0.6935221732064082,0,0.9008590666357092,0.03459484560018574,0.04225679127002554,0.022289296494079406,0.1704202461109821,1.88135593220339,59
