traj_cluster_ra,mortality,pm25,no2
1,0.06967213114754098,8.438654886010578,8.955305233085301
2,0.16153846153846155,8.555363753534374,8.992463543407455
3,0.5,8.568444568006653,8.67515804124784
4,0.5423728813559322,8.657772755581968,8.85541100036291
