traj_cluster_ra,no2_5y_z,pm25_5y_z,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,pred_prob
1,-2,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.012820474873195301
1,-1.9,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.013435401656149997
1,-1.8,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.01407940239280229
1,-1.7,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.014753810457699301
1,-1.6,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.015460016335439013
1,-1.5,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.016199469668250404
1,-1.4,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.0169736813364456
1,-1.2999999999999998,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.017784225567367914
1,-1.2,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.018632742068019525
1,-1.1,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.019520938175855224
1,-1,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.0204505910211527
1,-0.8999999999999999,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02142354969395626
1,-0.7999999999999998,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.022441737407210872
1,-0.7,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.023507153646977537
1,-0.5999999999999999,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.024621876299569405
1,-0.5,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02578806374392045
1,-0.3999999999999999,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.027007956896804613
1,-0.2999999999999998,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.028283881196618524
1,-0.19999999999999996,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02961824851036542
1,-0.09999999999999987,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.031013558947000922
1,0,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.03247240255824333
1,0.10000000000000009,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.03399746090695342
1,0.20000000000000018,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.035591508480698336
1,0.30000000000000027,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.03725741392668967
1,0.40000000000000036,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.038998141082393724
1,0.5,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.04081674977353529
1,0.6000000000000001,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.04271639635001548
1,0.7000000000000002,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.04470033392725695
1,0.8000000000000003,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.046771912298885485
1,0.9000000000000004,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.04893457748454513
1,1,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.05119187087377743
1,1.1,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.05354742792584364
1,1.2000000000000002,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.05600497638219264
1,1.3000000000000003,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.05856833394697963
1,1.4000000000000004,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.06124140538926365
1,1.5,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.06402817901796967
1,1.6,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.066932722480591
1,1.7000000000000002,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.06995917783407447
1,1.8000000000000003,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.07311175583634186
1,1.9000000000000004,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.07639472940655746
1,2,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.07981242620122392
2,-2,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.01798312644719818
2,-1.9,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.01943717871737337
2,-1.8,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02100628560745261
2,-1.7,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02269912965063518
2,-1.6,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02452497822523906
2,-1.5,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.02649371108479046
2,-1.4,0,67.07439824945295,Female,White,2023,8.24945295404814,FALSE,0.028615847062727885
