site_name,device_t0,n,prop
RUSH,FACE MASK,36,0.0787746170678337
RUSH,HIGH FLOW NC,11,0.024070021881838075
RUSH,IMV,21,0.045951859956236324
RUSH,NASAL CANNULA,141,0.3085339168490153
RUSH,NIPPV,7,0.015317286652078774
RUSH,ROOM AIR,155,0.33916849015317285
RUSH,TRACH COLLAR,4,0.0087527352297593
RUSH,UNK,82,0.17943107221006566
