k,avg_sil_width,min_sil_width
2,0.33418043665814906,-0.4932282660732449
3,0.36859552028092885,-0.5254582656194539
4,0.4181428014761796,-0.7434414252300134
5,0.4158709048559883,-0.7447479304880564
6,0.39631982378377645,-0.7447479304880564
7,0.40336474670824846,-0.7152792395052568
8,0.378049670426909,-0.7152792395052568
9,0.37313505049686024,-0.7074290555886347
10,0.36691620398911073,-0.7074290555886347
