vif
5.21469987879079
5.558069946220226
1.2653169374508038
1.194548368701206
1.0327335335222452
1.311176867686322
1.9661133649386986
1.3968847910792102
1.3771813526819245
1
1
4
1
2
6
1
1
1
2.2835717371676307
2.3575559264247
1.0298522334498688
1.092953964584605
1.0080848076832307
1.02283388362216
1.4021816447731366
1.1818988074616246
1.1735337032577822
