traj_cluster_ra,mortality,pm25,no2
1,0.39667279719110515,7.7848288217666735,7.815640651675605
2,0.29547313880556314,7.707484285370504,7.813446619731104
3,0.15724126882409484,7.728559978502748,7.781200125555814
4,0.09157335357752894,7.81330271914781,7.888150064716654
5,0.34287638935668574,7.539254213018082,7.420996053451953
NA,0.950354609929078,7.497810965091691,6.493946897566815
