site_name,stratum,variable,level,summary_type,n_nonmissing,mean,sd,median,p25,p75
Hopkins,1,age_years,NA,continuous,11962,58.136014044474166,17.818919596591808,60,46,71
Hopkins,2,age_years,NA,continuous,7334,55.63785110444505,15.627351621899884,57,43,67
Hopkins,3,age_years,NA,continuous,12484,63.94464915091317,17.1603796911204,66,54,77
Hopkins,4,age_years,NA,continuous,10538,57.96754602391346,17.81071827747197,60,47,71
Hopkins,5,age_years,NA,continuous,2969,64.91242842707983,16.822496002748228,66,55,76
Hopkins,NA,age_years,NA,continuous,141,76.49645390070921,13.729334659498345,77,75,86
Hopkins,1,icu_los_hours,NA,continuous,11962,280.12770718386,327.48904932206176,188.05,101.9375,364.17500000000007
Hopkins,2,icu_los_hours,NA,continuous,7334,414.75294973184253,473.5723477219855,281.93333333333334,153.025,507.6
Hopkins,3,icu_los_hours,NA,continuous,12484,149.23762282388122,292.18600943925844,77.43333333333334,48.38333333333333,142.35
Hopkins,4,icu_los_hours,NA,continuous,10538,92.38829316125766,153.2974612309921,53.583333333333336,33.483333333333334,91.51666666666667
Hopkins,5,icu_los_hours,NA,continuous,2969,210.98102615920064,222.31780794252992,148.45,89.88333333333334,258.81666666666666
Hopkins,NA,icu_los_hours,NA,continuous,141,3.7278959810874706,2.019640169559817,3.6166666666666667,2.9,4.4
Hopkins,1,imv_hours_icu,NA,continuous,11962,37.85069386390236,41.08873977559469,25,14,51
Hopkins,2,imv_hours_icu,NA,continuous,7334,53.99836378511044,61.44195747918782,36,18,67
Hopkins,3,imv_hours_icu,NA,continuous,12484,6.052467157962192,21.434953523560544,0,0,6
Hopkins,4,imv_hours_icu,NA,continuous,10538,4.105997342949326,12.277085540149681,0,0,5
Hopkins,5,imv_hours_icu,NA,continuous,2969,11.40552374536881,32.845097878574805,0,0,0
Hopkins,NA,imv_hours_icu,NA,continuous,141,0,0,0,0,0
Hopkins,1,imv_hours_72h,NA,continuous,11962,13.022989466644374,5.122907711528724,14,11,16
Hopkins,2,imv_hours_72h,NA,continuous,7334,12.636896645759476,4.547041210235409,13,11,15
Hopkins,3,imv_hours_72h,NA,continuous,12484,2.283482858058315,3.9521871461800484,0,0,4
Hopkins,4,imv_hours_72h,NA,continuous,10538,2.61140633896375,3.463220833847189,0,0,5
Hopkins,5,imv_hours_72h,NA,continuous,2969,0.20579319636241158,0.9117495172936652,0,0,0
Hopkins,NA,imv_hours_72h,NA,continuous,141,0,0,0,0,0
Hopkins,1,escalations_icu,NA,continuous,11962,1.7154322019729142,3.5114123686393213,0,0,2
Hopkins,2,escalations_icu,NA,continuous,7334,3.2436596673029725,5.726523352679727,2,0,4
Hopkins,3,escalations_icu,NA,continuous,12484,2.662127523229734,6.916519957982215,1,0,3
Hopkins,4,escalations_icu,NA,continuous,10538,1.010438413361169,2.3196420991222624,0,0,1
Hopkins,5,escalations_icu,NA,continuous,2969,2.557089929269114,3.4858480377251326,1,0,3
Hopkins,NA,escalations_icu,NA,continuous,141,0,0,0,0,0
Hopkins,1,deescalations_icu,NA,continuous,11962,2.70197291422839,3.734864485890742,2,0,3
Hopkins,2,deescalations_icu,NA,continuous,7334,4.2114807744750475,5.871400070353182,3,1,5
Hopkins,3,deescalations_icu,NA,continuous,12484,3.475168215315604,6.983422435214384,2,1,4
Hopkins,4,deescalations_icu,NA,continuous,10538,2.3592712089580568,2.3752504041835762,2,1,3
Hopkins,5,deescalations_icu,NA,continuous,2969,3.082519366790165,3.7186598187274305,2,1,4
Hopkins,NA,deescalations_icu,NA,continuous,141,0,0,0,0,0
Hopkins,1,vaso_hours_72h,NA,continuous,11962,10.513793679986625,14.508553946465181,3,0,17
Hopkins,2,vaso_hours_72h,NA,continuous,7334,19.92677938369239,18.023416441758812,17,2,34
Hopkins,3,vaso_hours_72h,NA,continuous,12484,4.696251201537969,10.020295772566865,0,0,4
Hopkins,4,vaso_hours_72h,NA,continuous,10538,3.019927880053141,7.1434003700907605,0,0,1
Hopkins,5,vaso_hours_72h,NA,continuous,2969,1.601549343213203,5.167857352935563,0,0,0
Hopkins,NA,vaso_hours_72h,NA,continuous,141,1.0141843971631206,0.8279563101209497,1,1,1
Hopkins,1,vaso_mean_72h,NA,continuous,11962,0.6142785487376693,0.48678560240978014,1,0,1
Hopkins,2,vaso_mean_72h,NA,continuous,7334,0.7787019361876193,0.4151490464020804,1,1,1
Hopkins,3,vaso_mean_72h,NA,continuous,12484,0.31696571611662927,0.46531257707747964,0,0,1
Hopkins,4,vaso_mean_72h,NA,continuous,10538,0.267223382045929,0.4425309364337443,0,0,1
Hopkins,5,vaso_mean_72h,NA,continuous,2969,0.14348265409228697,0.35062342886180303,0,0,0
Hopkins,NA,vaso_mean_72h,NA,continuous,141,0.7943262411347518,0.40563408028936443,1,1,1
Hopkins,1,pm25_1y,NA,continuous,11337,8.19654922122792,1.4352348322361121,7.853857040405273,6.942684650421143,9.03267765045166
Hopkins,2,pm25_1y,NA,continuous,6779,8.036442131960282,1.2969918101911528,7.8255934715271,6.975026607513428,8.9014434814453125
Hopkins,3,pm25_1y,NA,continuous,11824,8.062835953434039,1.3761487359787523,7.633846282958984,6.888084888458252,8.934523582458496
Hopkins,4,pm25_1y,NA,continuous,9755,8.283604057699153,1.4235436269724255,7.942214012145996,7.011785984039307,9.03267765045166
Hopkins,5,pm25_1y,NA,continuous,2790,7.826002563285144,1.3007996410998506,7.534418106079102,6.707555770874023,8.566496849060059
Hopkins,NA,pm25_1y,NA,continuous,106,7.789644529234688,1.1818337657549163,7.339420318603516,7.159824013710022,8.92982006072998
Hopkins,1,pm25_3y,NA,continuous,11337,7.829527272574401,0.9180418748637311,7.889272848765056,7.043912530061223,8.22846269607544
Hopkins,2,pm25_3y,NA,continuous,6779,7.731666081755767,0.8459825614465567,7.969223976135254,6.971755663553874,8.177318255106607
