county_code,traj_cluster_ra,n,county_total,prop_cluster_in_county,cluster_total,prop_county_in_cluster,n_suppressed,prop_cluster_in_county_suppressed,prop_county_in_cluster_suppressed,site_name
00000,1,1,1,1,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
01089,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
01115,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
02000,5,1,1,1,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
04013,1,2,23,0.08695652173913043,11962,1.6719612104999163e-4,NA,NA,NA,Hopkins
04013,2,2,23,0.08695652173913043,7334,2.727024815925825e-4,NA,NA,NA,Hopkins
04013,4,19,23,0.8260869565217391,10538,0.001802998671474663,19,0.8260869565217391,0.001802998671474663,Hopkins
06013,1,1,1,1,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
06037,1,1,34,0.029411764705882353,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
06037,2,16,34,0.47058823529411764,7334,0.00218161985274066,16,0.47058823529411764,0.00218161985274066,Hopkins
06037,5,17,34,0.5,2969,0.0057258336140114515,17,0.5,0.0057258336140114515,Hopkins
06059,1,1,3,0.3333333333333333,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
06059,3,1,3,0.3333333333333333,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
06059,5,1,3,0.3333333333333333,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
06067,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
06071,1,1,1,1,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
06087,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
06113,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
08005,5,1,1,1,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
08069,3,1,18,0.05555555555555555,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
08069,4,16,18,0.8888888888888888,10538,0.0015183146707155057,16,0.8888888888888888,0.0015183146707155057,Hopkins
08069,5,1,18,0.05555555555555555,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
09000,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
09001,1,16,17,0.9411764705882353,11962,0.001337568968399933,16,0.9411764705882353,0.001337568968399933,Hopkins
09001,2,1,17,0.058823529411764705,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
09003,1,1,2,0.5,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
09003,4,1,2,0.5,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
09007,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
09009,2,1,1,1,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
09011,2,1,1,1,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
10000,2,17,37,0.4594594594594595,7334,0.002317971093536951,17,0.4594594594594595,0.002317971093536951,Hopkins
10000,3,2,37,0.05405405405405406,12484,1.6020506247997436e-4,NA,NA,NA,Hopkins
10000,4,1,37,0.02702702702702703,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
10000,5,17,37,0.4594594594594595,2969,0.0057258336140114515,17,0.4594594594594595,0.0057258336140114515,Hopkins
10001,1,4,14,0.2857142857142857,11962,3.3439224209998327e-4,NA,NA,NA,Hopkins
10001,2,3,14,0.21428571428571427,7334,4.0905372238887375e-4,NA,NA,NA,Hopkins
10001,3,4,14,0.2857142857142857,12484,3.204101249599487e-4,NA,NA,NA,Hopkins
10001,4,3,14,0.21428571428571427,10538,2.8468400075915733e-4,NA,NA,NA,Hopkins
10003,1,2,8,0.25,11962,1.6719612104999163e-4,NA,NA,NA,Hopkins
10003,2,1,8,0.125,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
10003,3,2,8,0.25,12484,1.6020506247997436e-4,NA,NA,NA,Hopkins
10003,4,1,8,0.125,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
10003,5,2,8,0.25,2969,6.736274840013472e-4,NA,NA,NA,Hopkins
10005,1,4,55,0.07272727272727272,11962,3.3439224209998327e-4,NA,NA,NA,Hopkins
10005,2,14,55,0.2545454545454545,7334,0.0019089173711480775,14,0.2545454545454545,0.0019089173711480775,Hopkins
10005,3,10,55,0.18181818181818182,12484,8.010253123998718e-4,NA,NA,NA,Hopkins
10005,4,8,55,0.14545454545454545,10538,7.591573353577528e-4,NA,NA,NA,Hopkins
10005,5,19,55,0.34545454545454546,2969,0.006399461098012799,19,0.34545454545454546,0.006399461098012799,Hopkins
11000,1,165,681,0.2422907488986784,11962,0.01379367998662431,165,0.2422907488986784,0.01379367998662431,Hopkins
11000,2,108,681,0.15859030837004406,7334,0.014725934005999454,108,0.15859030837004406,0.014725934005999454,Hopkins
11000,3,111,681,0.16299559471365638,12484,0.008891380967638578,111,0.16299559471365638,0.008891380967638578,Hopkins
11000,4,258,681,0.3788546255506608,10538,0.02448282406528753,258,0.3788546255506608,0.02448282406528753,Hopkins
11000,5,39,681,0.05726872246696035,2969,0.013135735938026272,39,0.05726872246696035,0.013135735938026272,Hopkins
11001,1,450,2068,0.21760154738878143,11962,0.03761912723624812,450,0.21760154738878143,0.03761912723624812,Hopkins
11001,2,134,2068,0.06479690522243714,7334,0.018271066266703027,134,0.06479690522243714,0.018271066266703027,Hopkins
11001,3,826,2068,0.3994197292069632,12484,0.06616469080422942,826,0.3994197292069632,0.06616469080422942,Hopkins
11001,4,418,2068,0.20212765957446807,10538,0.03966597077244259,418,0.20212765957446807,0.03966597077244259,Hopkins
11001,5,240,2068,0.11605415860735009,2969,0.08083529808016167,240,0.11605415860735009,0.08083529808016167,Hopkins
12000,2,1,4,0.25,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
12000,3,1,4,0.25,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
12000,4,2,4,0.5,10538,1.897893338394382e-4,NA,NA,NA,Hopkins
12001,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
12009,5,1,1,1,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
12011,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
12013,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
12021,2,1,2,0.5,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
12021,3,1,2,0.5,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
12031,1,1,2,0.5,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
12031,2,1,2,0.5,7334,1.3635124079629124e-4,NA,NA,NA,Hopkins
12035,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
12057,2,16,33,0.48484848484848486,7334,0.00218161985274066,16,0.48484848484848486,0.00218161985274066,Hopkins
12057,4,16,33,0.48484848484848486,10538,0.0015183146707155057,16,0.48484848484848486,0.0015183146707155057,Hopkins
12057,5,1,33,0.030303030303030304,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
12069,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
12071,4,1,2,0.5,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
12071,5,1,2,0.5,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
12073,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
12085,3,1,1,1,12484,8.010253123998718e-5,NA,NA,NA,Hopkins
12086,1,1,4,0.25,11962,8.359806052499582e-5,NA,NA,NA,Hopkins
12086,4,2,4,0.5,10538,1.897893338394382e-4,NA,NA,NA,Hopkins
12086,5,1,4,0.25,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
12093,5,1,1,1,2969,3.368137420006736e-4,NA,NA,NA,Hopkins
12097,4,1,1,1,10538,9.48946669197191e-5,NA,NA,NA,Hopkins
12099,2,2,7,0.2857142857142857,7334,2.727024815925825e-4,NA,NA,NA,Hopkins
12099,3,3,7,0.42857142857142855,12484,2.4030759371996156e-4,NA,NA,NA,Hopkins
