traj_cluster_ra,low,high,risk_diff,risk_ratio
1,0.378846337960586,0.48581745676139226,0.10697111880080629,1.2823601763624155
2,0.33088078259892045,0.36270607427684404,0.031825291677923584,1.0961835602175205
3,0.08244401586196047,0.13724144757622928,0.054797431714268804,1.664662330447591
4,0.05504413695561605,0.08296306339970283,0.027918926444086778,1.507209813582848
5,0.26346712006943845,0.3049941101034671,0.041526990034028655,1.1576173528715232
