traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.06542056074766354,2.2336448598130842,0.06542056074766354,40.2,1
2,0.2,3.690909090909091,0.07878787878787878,47.333333333333336,2
3,0.7384615384615385,4.415384615384616,0.18461538461538463,114.55,3
4,0.5961538461538461,10.942307692307692,1,191.46666666666667,4
