site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
UCSF,390,67.44615384615385,12.695400178143712,7.056410256410256,4.371794871794871,0.23846153846153847,0.06923076923076923,0.3076923076923077,0.2153846153846154,0.29743589743589743,0.6692307692307692,0.5846153846153846,0.11282051282051282,0.15128205128205127
