no2_5y_z,pm25_5y_z,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,predicted_expected_rank
-2,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.662729502786732
-1.9,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.6860048408053316
-1.8,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.709680077161277
-1.7,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.7337447593714135
-1.6,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.7581884810608983
-1.5,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.7830009613386286
-1.4,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.8081721140989901
-1.2999999999999998,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.833692105570321
-1.2,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.8595513986875263
-1.1,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.8857407831671202
-1,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.9122513904969143
-0.8999999999999999,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.939074693410699
-0.7999999999999998,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.9662024897898303
-0.7,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,1.9936268713076135
-0.5999999999999999,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.0213401774981543
-0.5,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.049334936277364
-0.3999999999999999,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.077603792262622
-0.2999999999999998,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.1061394245170955
-0.19999999999999996,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.1349344555810017
-0.09999999999999987,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.1639813538370563
0,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.1932723313879743
0.10000000000000009,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.2227992396975607
0.20000000000000018,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.2525534652634778
0.30000000000000027,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.282525827549625
0.40000000000000036,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.312706481314641
0.5,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.3430848253314425
0.6000000000000001,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.373649419310685
0.7000000000000002,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.4043879106234414
0.8000000000000003,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.43528697217441
0.9000000000000004,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.4663322525151052
1,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.497508339015684
1.1,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.5287987346434186
1.2000000000000002,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.5601858486324884
1.3000000000000003,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.5916510010837683
1.4000000000000004,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.6231744413069555
1.5,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.6547353795193835
1.6,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.686312031346738
1.7000000000000002,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.717881674433228
1.8000000000000003,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.7494207163619047
1.9000000000000004,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.780904773007964
2,0,67.44615384615385,Female,White,2021,7.056410256410256,FALSE,2.812308756395927
