vif
1.497661805649235
2.0403956419324256
1.2397227307566914
1.3288018756615743
1.0420273473262682
1.563917204110314
1.2654565346926454
1.92809774775691
2.025171015892862
1
1
3
1
1
6
1
1
1
1.2237899352622716
1.4284241813734553
1.0364636942906054
1.1527366896484097
1.0207974075820667
1.0379692311300859
1.1249251240383271
1.3885595946004299
1.4230850346668895
