traj_cluster_ra,mortality,pm25,no2
1,0.06542056074766354,8.54233156095511,5.623959386325943
2,0.2,8.489739343087573,6.0512961150364335
3,0.7384615384615385,8.859741618237289,6.94182673705033
4,0.5961538461538461,8.937259371068226,7.821285370993165
NA,1,8.265360234665017,5.974098770561176
