traj_cluster_ra,h,rs,n,prop
1,0,IMV,4,0.037383177570093455
1,0,LOW_O2,45,0.4205607476635514
1,0,NIV,3,0.028037383177570093
1,0,ROOM AIR,55,0.514018691588785
1,1,IMV,4,0.037383177570093455
1,1,LOW_O2,44,0.411214953271028
1,1,NIV,4,0.037383177570093455
1,1,ROOM AIR,55,0.514018691588785
1,2,IMV,4,0.037383177570093455
1,2,LOW_O2,45,0.4205607476635514
1,2,NIV,4,0.037383177570093455
1,2,ROOM AIR,54,0.5046728971962616
1,3,IMV,3,0.028037383177570093
1,3,LOW_O2,44,0.411214953271028
1,3,NIV,4,0.037383177570093455
1,3,ROOM AIR,56,0.5233644859813084
1,4,IMV,3,0.028037383177570093
1,4,LOW_O2,43,0.40186915887850466
1,4,NIV,4,0.037383177570093455
1,4,ROOM AIR,57,0.5327102803738317
1,5,IMV,3,0.028037383177570093
1,5,LOW_O2,39,0.3644859813084112
1,5,NIV,6,0.056074766355140186
1,5,ROOM AIR,59,0.5514018691588785
1,6,IMV,3,0.028037383177570093
1,6,LOW_O2,39,0.3644859813084112
1,6,NIV,6,0.056074766355140186
1,6,ROOM AIR,59,0.5514018691588785
1,7,IMV,2,0.018691588785046728
1,7,LOW_O2,38,0.35514018691588783
1,7,NIV,7,0.06542056074766354
1,7,ROOM AIR,60,0.5607476635514018
1,8,IMV,2,0.018691588785046728
1,8,LOW_O2,38,0.35514018691588783
1,8,NIV,6,0.056074766355140186
1,8,ROOM AIR,61,0.5700934579439252
1,9,IMV,2,0.018691588785046728
1,9,LOW_O2,36,0.3364485981308411
1,9,NIV,6,0.056074766355140186
1,9,ROOM AIR,63,0.5887850467289719
1,10,IMV,2,0.018691588785046728
1,10,LOW_O2,40,0.37383177570093457
1,10,NIV,6,0.056074766355140186
1,10,ROOM AIR,59,0.5514018691588785
1,11,IMV,1,0.009345794392523364
1,11,LOW_O2,39,0.3644859813084112
1,11,NIV,5,0.04672897196261682
1,11,ROOM AIR,62,0.5794392523364486
1,12,IMV,1,0.009345794392523364
1,12,LOW_O2,37,0.34579439252336447
1,12,NIV,5,0.04672897196261682
1,12,ROOM AIR,64,0.5981308411214953
1,13,IMV,1,0.009345794392523364
1,13,LOW_O2,33,0.308411214953271
1,13,NIV,4,0.037383177570093455
1,13,ROOM AIR,69,0.6448598130841121
1,14,IMV,1,0.009345794392523364
1,14,LOW_O2,28,0.2616822429906542
1,14,NIV,4,0.037383177570093455
1,14,ROOM AIR,74,0.6915887850467289
1,15,IMV,1,0.009345794392523364
1,15,LOW_O2,31,0.2897196261682243
1,15,NIV,4,0.037383177570093455
1,15,ROOM AIR,71,0.6635514018691588
1,16,IMV,1,0.009345794392523364
1,16,LOW_O2,27,0.2523364485981308
1,16,NIV,3,0.028037383177570093
1,16,ROOM AIR,76,0.7102803738317757
1,17,LOW_O2,26,0.24299065420560748
1,17,NIV,3,0.028037383177570093
1,17,ROOM AIR,78,0.7289719626168224
1,18,LOW_O2,23,0.21495327102803738
1,18,NIV,3,0.028037383177570093
1,18,ROOM AIR,81,0.7570093457943925
1,19,LOW_O2,22,0.205607476635514
1,19,NIV,3,0.028037383177570093
1,19,ROOM AIR,82,0.7663551401869159
1,20,LOW_O2,20,0.18691588785046728
1,20,NIV,3,0.028037383177570093
1,20,ROOM AIR,84,0.7850467289719626
1,21,LOW_O2,20,0.18691588785046728
1,21,NIV,3,0.028037383177570093
1,21,ROOM AIR,84,0.7850467289719626
1,22,LOW_O2,20,0.18691588785046728
1,22,NIV,2,0.018691588785046728
1,22,ROOM AIR,85,0.794392523364486
1,23,LOW_O2,18,0.16822429906542055
1,23,NIV,2,0.018691588785046728
1,23,ROOM AIR,87,0.8130841121495327
1,24,LOW_O2,18,0.16822429906542055
1,24,NIV,2,0.018691588785046728
1,24,ROOM AIR,87,0.8130841121495327
1,25,LOW_O2,19,0.17757009345794392
1,25,NIV,2,0.018691588785046728
1,25,ROOM AIR,86,0.8037383177570093
1,26,LOW_O2,23,0.21495327102803738
1,26,NIV,2,0.018691588785046728
1,26,ROOM AIR,82,0.7663551401869159
1,27,LOW_O2,24,0.22429906542056074
