k,avg_sil_width,min_sil_width,selected_k
2,0.353605034535941,-0.3811378212128935,FALSE
3,0.48961554477877506,-0.5490780880500848,FALSE
4,0.5569886590816034,-0.46810673533312175,TRUE
5,0.5401965642167892,-0.46810673533312175,FALSE
6,0.431985532971602,-0.5896436396202703,FALSE
7,0.42407092880744046,-0.5896436396202703,FALSE
8,0.385024819097035,-0.5896436396202703,FALSE
9,0.3894888799673002,-0.5896436396202703,FALSE
10,0.40632235988050136,-0.5717837178586744,FALSE
