vif
8.934550739613652
8.300959037821034
1.109984285216705
1.1436283576249684
1.0208071165475863
1.330467506582857
2.0393430380644184
1.767993810198903
1.8309647005541114
1
1
3
1
1
5
1
1
1
2.989071885989638
2.8811384968135485
1.0175430797852174
1.0694056094976163
1.0103499970542813
1.028964584555251
1.4280556845110832
1.3296592835004397
1.3531314424526952
