traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,14,13.320201087514107,0.03755001538935057,0.2153483123012209
2,15,13.956800580832526,0.027831558567279768,0.13528557599225557
3,15,14.379986919555265,0.03433616742969261,0.060824068018312624
4,10,10.35387045813586,0.24500933505672842,0.6968260807123366
NA,15,13.142908383374296,0.08318700881037334,0.24945139800159882
