traj_cluster_ra,n,age_mean,age_sd,male_pct,death_pct,icu_los_median,imv72_pct,imv72_median,vaso_any_72h_pct,vaso_hours_72h_mean,vaso_mean_72h,pm25_5y_mean,no2_5y_mean,charlson_mean,charlson_median,sofa_total_mean,sofa_resp_mean,sofa_cv_mean,sofa_renal_mean,sofa_liver_mean,sofa_coag_mean,sofa_cns_mean,metastatic_pct,pleural_effusion_pct,cachexia_pct,advanced_cancer_pct,t_imv_median,t_arf_median
1,198,67.17676767676768,10.514870574792406,0.5606060606060606,0.11616161616161616,50.733333333333334,0.03535353535353535,0,0.09090909090909091,1.1616161616161615,0.09090909090909091,8.302451430908357,5.473335859293992,8.323232323232324,9,2.1717171717171717,0.12626262626262627,0.5858585858585859,0.36363636363636365,0.08585858585858586,0.41919191919191917,0.5909090909090909,0.6818181818181818,0.06565656565656566,0.050505050505050504,0.7171717171717171,0,29.5
2,317,69.85488958990537,9.497388868528523,0.4605678233438486,0.2334384858044164,64.8,0.05362776025236593,0,0.19873817034700317,3.053627760252366,0.19873817034700317,8.36307499822382,5.614256310474059,7.678233438485805,8,2.9873817034700316,0.6529968454258676,0.8517350157728707,0.48580441640378547,0.13564668769716087,0.3785488958990536,0.48264984227129337,0.5678233438485805,0.22712933753943218,0.08517350157728706,0.6529968454258676,17,4
3,109,71.18348623853211,9.00531235974456,0.44036697247706424,0.3944954128440367,118.76666666666667,0.08256880733944955,0,0.09174311926605505,1.8256880733944953,0.09174311926605505,8.302560017961975,5.459160939402999,7.477064220183486,8,3.8256880733944953,1.9908256880733946,0.5137614678899083,0.44954128440366975,0.06422018348623854,0.45871559633027525,0.3486238532110092,0.5229357798165137,0.29357798165137616,0.045871559633027525,0.6146788990825688,16,3
4,121,69.4297520661157,8.393277514655198,0.512396694214876,0.48760330578512395,149.86666666666667,1,21,0.7851239669421488,21.09917355371901,0.7851239669421488,8.314270011649644,5.5429032943548595,7.75206611570248,8,9.438016528925619,2.7520661157024793,2.7768595041322315,0.7933884297520661,0.32231404958677684,0.6115702479338843,2.1818181818181817,0.512396694214876,0.18181818181818182,0.06611570247933884,0.5785123966942148,0,3
