traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPER,3,0.015151515151515152
1,0,NO_ARF,195,0.9848484848484849
1,1,ARF_HYPER,3,0.015151515151515152
1,1,NO_ARF,195,0.9848484848484849
1,2,ARF_HYPER,4,0.020202020202020204
1,2,NO_ARF,194,0.9797979797979798
1,3,ARF_HYPER,4,0.020202020202020204
1,3,NO_ARF,194,0.9797979797979798
1,4,ARF_HYPER,4,0.020202020202020204
1,4,NO_ARF,194,0.9797979797979798
1,5,ARF_HYPER,4,0.020202020202020204
1,5,NO_ARF,194,0.9797979797979798
1,6,ARF_HYPER,4,0.020202020202020204
1,6,NO_ARF,194,0.9797979797979798
1,7,ARF_HYPER,2,0.010101010101010102
1,7,NO_ARF,196,0.98989898989899
1,8,ARF_HYPER,3,0.015151515151515152
1,8,NO_ARF,195,0.9848484848484849
1,9,ARF_HYPER,2,0.010101010101010102
1,9,NO_ARF,196,0.98989898989899
1,10,ARF_HYPER,1,0.005050505050505051
1,10,NO_ARF,197,0.9949494949494949
1,11,ARF_HYPER,1,0.005050505050505051
1,11,NO_ARF,197,0.9949494949494949
1,12,ARF_HYPER,1,0.005050505050505051
1,12,NO_ARF,197,0.9949494949494949
1,13,ARF_HYPER,1,0.005050505050505051
1,13,NO_ARF,197,0.9949494949494949
1,14,ARF_HYPER,1,0.005050505050505051
1,14,NO_ARF,197,0.9949494949494949
1,15,NO_ARF,198,1
1,16,NO_ARF,198,1
1,17,ARF_HYPER,1,0.005050505050505051
1,17,NO_ARF,197,0.9949494949494949
1,18,ARF_HYPER,1,0.005050505050505051
1,18,NO_ARF,197,0.9949494949494949
1,19,ARF_HYPER,1,0.005050505050505051
1,19,NO_ARF,197,0.9949494949494949
1,20,ARF_HYPER,1,0.005050505050505051
1,20,NO_ARF,197,0.9949494949494949
1,21,ARF_HYPER,1,0.005050505050505051
1,21,NO_ARF,197,0.9949494949494949
1,22,ARF_HYPER,1,0.005050505050505051
1,22,NO_ARF,197,0.9949494949494949
1,23,ARF_HYPER,1,0.005050505050505051
1,23,NO_ARF,197,0.9949494949494949
1,24,NO_ARF,198,1
1,25,NO_ARF,198,1
1,26,NO_ARF,198,1
1,27,NO_ARF,198,1
1,28,NO_ARF,198,1
1,29,NO_ARF,198,1
1,30,NO_ARF,198,1
1,31,NO_ARF,198,1
1,32,NO_ARF,198,1
1,33,NO_ARF,198,1
1,34,NO_ARF,198,1
1,35,NO_ARF,198,1
1,36,NO_ARF,198,1
1,37,NO_ARF,198,1
1,38,NO_ARF,198,1
1,39,NO_ARF,198,1
1,40,NO_ARF,198,1
1,41,NO_ARF,198,1
1,42,NO_ARF,198,1
1,43,NO_ARF,198,1
1,44,NO_ARF,198,1
1,45,NO_ARF,198,1
1,46,NO_ARF,198,1
1,47,NO_ARF,198,1
1,48,NO_ARF,198,1
1,49,NO_ARF,198,1
1,50,NO_ARF,198,1
1,51,ARF_HYPOX,1,0.005050505050505051
1,51,NO_ARF,197,0.9949494949494949
1,52,ARF_HYPOX,1,0.005050505050505051
1,52,NO_ARF,197,0.9949494949494949
1,53,ARF_HYPOX,1,0.005050505050505051
1,53,NO_ARF,197,0.9949494949494949
1,54,ARF_HYPOX,2,0.010101010101010102
1,54,NO_ARF,196,0.98989898989899
1,55,ARF_HYPOX,2,0.010101010101010102
1,55,NO_ARF,196,0.98989898989899
1,56,ARF_HYPOX,2,0.010101010101010102
1,56,NO_ARF,196,0.98989898989899
1,57,ARF_HYPOX,2,0.010101010101010102
1,57,NO_ARF,196,0.98989898989899
1,58,ARF_HYPOX,1,0.005050505050505051
1,58,NO_ARF,197,0.9949494949494949
1,59,ARF_HYPOX,1,0.005050505050505051
1,59,NO_ARF,197,0.9949494949494949
1,60,ARF_HYPOX,3,0.015151515151515152
1,60,NO_ARF,195,0.9848484848484849
1,61,ARF_HYPOX,2,0.010101010101010102
1,61,NO_ARF,196,0.98989898989899
1,62,ARF_HYPOX,2,0.010101010101010102
1,62,NO_ARF,196,0.98989898989899
1,63,ARF_HYPOX,2,0.010101010101010102
1,63,NO_ARF,196,0.98989898989899
1,64,ARF_HYPOX,2,0.010101010101010102
1,64,NO_ARF,196,0.98989898989899
1,65,ARF_HYPOX,3,0.015151515151515152
1,65,NO_ARF,195,0.9848484848484849
1,66,ARF_HYPOX,3,0.015151515151515152
1,66,NO_ARF,195,0.9848484848484849
1,67,ARF_HYPOX,1,0.005050505050505051
1,67,NO_ARF,197,0.9949494949494949
1,68,ARF_HYPER,1,0.005050505050505051
1,68,ARF_HYPOX,1,0.005050505050505051
1,68,NO_ARF,196,0.98989898989899
1,69,ARF_HYPER,1,0.005050505050505051
1,69,ARF_HYPOX,1,0.005050505050505051
1,69,NO_ARF,196,0.98989898989899
1,70,ARF_HYPER,1,0.005050505050505051
1,70,ARF_HYPOX,1,0.005050505050505051
1,70,NO_ARF,196,0.98989898989899
1,71,ARF_HYPER,1,0.005050505050505051
1,71,ARF_HYPOX,1,0.005050505050505051
1,71,NO_ARF,196,0.98989898989899
1,72,ARF_HYPER,1,0.005050505050505051
1,72,NO_ARF,197,0.9949494949494949
2,0,ARF_HYPER,9,0.028391167192429023
2,0,ARF_HYPOX,5,0.015772870662460567
2,0,ARF_MIXED,2,0.006309148264984227
2,0,NO_ARF,301,0.9495268138801262
2,1,ARF_HYPER,10,0.031545741324921134
2,1,ARF_HYPOX,6,0.01892744479495268
2,1,ARF_MIXED,3,0.00946372239747634
2,1,NO_ARF,298,0.9400630914826499
2,2,ARF_HYPER,14,0.04416403785488959
2,2,ARF_HYPOX,7,0.022082018927444796
2,2,ARF_MIXED,3,0.00946372239747634
2,2,NO_ARF,293,0.9242902208201893
2,3,ARF_HYPER,15,0.0473186119873817
2,3,ARF_HYPOX,9,0.028391167192429023
2,3,ARF_MIXED,4,0.012618296529968454
2,3,NO_ARF,289,0.9116719242902208
2,4,ARF_HYPER,18,0.056782334384858045
2,4,ARF_HYPOX,10,0.031545741324921134
2,4,ARF_MIXED,4,0.012618296529968454
2,4,NO_ARF,285,0.8990536277602523
2,5,ARF_HYPER,19,0.05993690851735016
2,5,ARF_HYPOX,11,0.03470031545741325
2,5,ARF_MIXED,4,0.012618296529968454
2,5,NO_ARF,283,0.8927444794952681
2,6,ARF_HYPER,20,0.06309148264984227
2,6,ARF_HYPOX,13,0.04100946372239748
2,6,ARF_MIXED,4,0.012618296529968454
2,6,NO_ARF,280,0.8832807570977917
2,7,ARF_HYPER,15,0.0473186119873817
2,7,ARF_HYPOX,11,0.03470031545741325
2,7,ARF_MIXED,2,0.006309148264984227
2,7,NO_ARF,289,0.9116719242902208
2,8,ARF_HYPER,15,0.0473186119873817
2,8,ARF_HYPOX,11,0.03470031545741325
2,8,ARF_MIXED,1,0.0031545741324921135
2,8,NO_ARF,290,0.9148264984227129
2,9,ARF_HYPER,12,0.03785488958990536
2,9,ARF_HYPOX,10,0.031545741324921134
2,9,ARF_MIXED,1,0.0031545741324921135
2,9,NO_ARF,294,0.9274447949526814
2,10,ARF_HYPER,11,0.03470031545741325
2,10,ARF_HYPOX,8,0.025236593059936908
2,10,NO_ARF,298,0.9400630914826499
2,11,ARF_HYPER,10,0.031545741324921134
2,11,ARF_HYPOX,6,0.01892744479495268
2,11,NO_ARF,301,0.9495268138801262
2,12,ARF_HYPER,9,0.028391167192429023
2,12,ARF_HYPOX,6,0.01892744479495268
2,12,NO_ARF,302,0.9526813880126183
2,13,ARF_HYPER,9,0.028391167192429023
2,13,ARF_HYPOX,5,0.015772870662460567
2,13,NO_ARF,303,0.9558359621451105
2,14,ARF_HYPER,9,0.028391167192429023
2,14,ARF_HYPOX,4,0.012618296529968454
2,14,NO_ARF,304,0.9589905362776026
2,15,ARF_HYPER,7,0.022082018927444796
2,15,ARF_HYPOX,3,0.00946372239747634
2,15,NO_ARF,307,0.9684542586750788
2,16,ARF_HYPER,9,0.028391167192429023
2,16,ARF_HYPOX,3,0.00946372239747634
2,16,NO_ARF,305,0.9621451104100947
2,17,ARF_HYPER,8,0.025236593059936908
2,17,ARF_HYPOX,2,0.006309148264984227
2,17,NO_ARF,307,0.9684542586750788
2,18,ARF_HYPER,8,0.025236593059936908
2,18,ARF_HYPOX,2,0.006309148264984227
2,18,ARF_MIXED,1,0.0031545741324921135
2,18,NO_ARF,306,0.9652996845425867
2,19,ARF_HYPER,8,0.025236593059936908
2,19,ARF_MIXED,1,0.0031545741324921135
2,19,NO_ARF,308,0.9716088328075709
2,20,ARF_HYPER,7,0.022082018927444796
2,20,ARF_MIXED,1,0.0031545741324921135
2,20,NO_ARF,309,0.9747634069400631
2,21,ARF_HYPER,6,0.01892744479495268
2,21,ARF_HYPOX,1,0.0031545741324921135
2,21,ARF_MIXED,1,0.0031545741324921135
2,21,NO_ARF,309,0.9747634069400631
2,22,ARF_HYPER,6,0.01892744479495268
2,22,ARF_HYPOX,1,0.0031545741324921135
2,22,ARF_MIXED,1,0.0031545741324921135
2,22,NO_ARF,309,0.9747634069400631
2,23,ARF_HYPER,5,0.015772870662460567
2,23,ARF_HYPOX,1,0.0031545741324921135
2,23,ARF_MIXED,1,0.0031545741324921135
2,23,NO_ARF,310,0.9779179810725552
2,24,ARF_HYPER,5,0.015772870662460567
2,24,ARF_HYPOX,1,0.0031545741324921135
2,24,ARF_MIXED,1,0.0031545741324921135
2,24,NO_ARF,310,0.9779179810725552
2,25,ARF_HYPER,4,0.012618296529968454
2,25,ARF_HYPOX,1,0.0031545741324921135
2,25,ARF_MIXED,1,0.0031545741324921135
2,25,NO_ARF,311,0.9810725552050473
2,26,ARF_HYPER,3,0.00946372239747634
2,26,ARF_HYPOX,1,0.0031545741324921135
2,26,ARF_MIXED,1,0.0031545741324921135
2,26,NO_ARF,312,0.9842271293375394
2,27,ARF_HYPER,2,0.006309148264984227
2,27,ARF_HYPOX,1,0.0031545741324921135
2,27,ARF_MIXED,2,0.006309148264984227
2,27,NO_ARF,312,0.9842271293375394
2,28,ARF_HYPER,2,0.006309148264984227
2,28,ARF_MIXED,2,0.006309148264984227
2,28,NO_ARF,313,0.9873817034700315
2,29,ARF_HYPER,2,0.006309148264984227
2,29,ARF_HYPOX,2,0.006309148264984227
2,29,ARF_MIXED,1,0.0031545741324921135
2,29,NO_ARF,312,0.9842271293375394
2,30,ARF_HYPER,1,0.0031545741324921135
2,30,ARF_HYPOX,2,0.006309148264984227
2,30,ARF_MIXED,1,0.0031545741324921135
2,30,NO_ARF,313,0.9873817034700315
2,31,ARF_HYPOX,3,0.00946372239747634
2,31,ARF_MIXED,2,0.006309148264984227
2,31,NO_ARF,312,0.9842271293375394
2,32,ARF_HYPOX,3,0.00946372239747634
2,32,ARF_MIXED,2,0.006309148264984227
2,32,NO_ARF,312,0.9842271293375394
2,33,ARF_HYPOX,3,0.00946372239747634
2,33,ARF_MIXED,2,0.006309148264984227
2,33,NO_ARF,312,0.9842271293375394
2,34,ARF_HYPOX,3,0.00946372239747634
2,34,ARF_MIXED,2,0.006309148264984227
2,34,NO_ARF,312,0.9842271293375394
2,35,ARF_HYPOX,3,0.00946372239747634
2,35,ARF_MIXED,2,0.006309148264984227
2,35,NO_ARF,312,0.9842271293375394
2,36,ARF_HYPOX,3,0.00946372239747634
2,36,ARF_MIXED,2,0.006309148264984227
2,36,NO_ARF,312,0.9842271293375394
2,37,ARF_HYPOX,3,0.00946372239747634
2,37,ARF_MIXED,2,0.006309148264984227
2,37,NO_ARF,312,0.9842271293375394
2,38,ARF_HYPER,1,0.0031545741324921135
2,38,ARF_HYPOX,2,0.006309148264984227
2,38,NO_ARF,314,0.9905362776025236
2,39,ARF_HYPER,1,0.0031545741324921135
