traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.11616161616161616,2.1717171717171717,0.03535353535353535,50.733333333333334,1
2,0.2334384858044164,2.9873817034700316,0.05362776025236593,64.8,2
3,0.3944954128440367,3.8256880733944953,0.08256880733944955,118.76666666666667,3
4,0.48760330578512395,9.438016528925619,1,149.86666666666667,4
