no2_5y_z,pm25_5y_z,traj_cluster_ra,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,pred_icu_los_hours
-2,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,103.0526443118643
-1.9,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,103.44720048041142
-1.8,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,103.84326728045352
-1.7,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,104.24085049572356
-1.6,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,104.63995593209894
-1.5,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,105.04058941768487
-1.4,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,105.4427568029016
-1.2999999999999998,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,105.84646396056885
-1.2,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,106.2517167859904
-1.1,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,106.65852119704235
-1,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,107.06688313425818
-0.8999999999999999,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,107.47680856091615
-0.7999999999999998,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,107.88830346312494
-0.7,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,108.30137384991325
-0.5999999999999999,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,108.71602575331609
-0.5,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,109.13226522846365
-0.3999999999999999,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,109.55009835366812
-0.2999999999999998,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,109.9695312305148
-0.19999999999999996,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,110.39056998394969
-0.09999999999999987,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,110.8132207623696
0,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,111.23748973771052
0.10000000000000009,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,111.66338310553998
0.20000000000000018,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,112.09090708514638
0.30000000000000027,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,112.52006791962867
0.40000000000000036,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,112.95087187598983
0.5,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,113.38332524522683
0.6000000000000001,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,113.81743434242328
0.7000000000000002,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,114.25320550684006
0.8000000000000003,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,114.69064510201032
0.9000000000000004,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,115.12975951583071
1,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,115.57055516065563
1.1,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,116.01303847338905
1.2000000000000002,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,116.45721591558107
1.3000000000000003,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,116.9030939735207
1.4000000000000004,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,117.35067915833123
1.5,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,117.79997800606378
1.6,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,118.25099707779522
1.7000000000000002,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,118.70374295972272
1.8000000000000003,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,119.15822226325864
1.9000000000000004,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,119.61444162512963
2,0,1,69.29575596816976,Female,Black or African American,2023,7.838196286472148,FALSE,120.07240770747188
