site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
emory,754,69.29575596816976,9.643378534546661,7.838196286472148,3.9257294429708223,0.19230769230769232,0.07824933687002653,0.27055702917771884,0.20424403183023873,0.2493368700265252,0.6525198938992043,0.583554376657825,0.1870026525198939,0.06631299734748011
