traj_cluster_ra,mortality,pm25,no2
1,0.11616161616161616,8.302451430908357,5.473335859293992
2,0.2334384858044164,8.36307499822382,5.614256310474059
3,0.3944954128440367,8.302560017961975,5.459160939402999
4,0.48760330578512395,8.314270011649644,5.5429032943548595
NA,0.5555555555555556,8.365900177425809,5.972193530046301
