k,avg_sil_width,min_sil_width,selected_k
2,0.34215314544514147,-0.35212716249541465,FALSE
3,0.4462171411413398,-0.2595616663329075,FALSE
4,0.502850045363768,-0.4307001631561877,TRUE
5,0.4197274616851608,-0.46232573683204103,FALSE
6,0.40901694703272146,-0.46232573683204103,FALSE
7,0.37260231557662116,-0.723688304177363,FALSE
8,0.35324952387031017,-0.723688304177363,FALSE
9,0.3483199198067854,-0.723688304177363,FALSE
10,0.3485093551684291,-0.723688304177363,FALSE
