traj_cluster_ra,n,age_mean,age_sd,male_pct,death_pct,icu_los_median,imv72_pct,imv72_median,vaso_any_72h_pct,vaso_hours_72h_mean,vaso_mean_72h,pm25_5y_mean,no2_5y_mean,charlson_mean,charlson_median,sofa_total_mean,sofa_resp_mean,sofa_cv_mean,sofa_renal_mean,sofa_liver_mean,sofa_coag_mean,sofa_cns_mean,metastatic_pct,pleural_effusion_pct,cachexia_pct,advanced_cancer_pct,t_imv_median,t_arf_median
1,1275,59.578823529411764,17.314045174663196,0.5192156862745098,0.06274509803921569,51.416666666666664,0.2015686274509804,0,0.14901960784313725,1.4447058823529413,0.14901960784313725,8.549959814657825,9.62844863319659,4.570980392156863,4,3.9098039215686273,0.9474509803921569,0.7890196078431373,0.9270588235294117,0.2203921568627451,0.3215686274509804,0.7043137254901961,0.17647058823529413,0.03058823529411765,0.03294117647058824,0.21019607843137256,0,1
2,686,58.11078717201166,16.499837653478124,0.5335276967930029,0.3469387755102041,226.35000000000002,1,20,0.6545189504373178,13.957725947521865,0.6545189504373178,8.515692078193544,9.226234689897291,4.12536443148688,4,10.142857142857142,2.9635568513119535,2.2900874635568513,1.1137026239067056,0.5276967930029155,0.6938775510204082,2.553935860058309,0.08309037900874636,0.02040816326530612,0.056851311953352766,0.14285714285714285,0,4
3,1240,62.95,16.07395388643317,0.5129032258064516,0.10241935483870968,71.125,0.04112903225806452,0,0.14596774193548387,1.645967741935484,0.14596774193548387,8.554639945949623,9.820858901401559,4.343548387096774,4,3.5314516129032256,0.8548387096774194,0.7653225806451613,0.9838709677419355,0.3008064516129032,0.4137096774193548,0.2129032258064516,0.125,0.05241935483870968,0.041935483870967745,0.17258064516129032,15,3
4,194,59.51546391752577,15.503710672039718,0.5257731958762887,0.08247422680412371,114.70833333333334,1,10.5,0.4793814432989691,7.438144329896907,0.4793814432989691,8.504405904943791,9.353361573007225,4.020618556701031,4,8.639175257731958,2.9329896907216493,1.9793814432989691,0.8969072164948454,0.32989690721649484,0.5360824742268041,1.9639175257731958,0.08247422680412371,0.030927835051546393,0.03608247422680412,0.1134020618556701,0,2
5,322,59.15527950310559,15.966889028509513,0.5496894409937888,0.16770186335403728,166.00833333333333,0.12111801242236025,0,0.15838509316770186,2.0248447204968945,0.15838509316770186,8.484404140543754,10.302757111331198,3.440993788819876,3,4.503105590062112,2.440993788819876,0.7080745341614907,0.6366459627329193,0.18322981366459629,0.35093167701863354,0.18322981366459629,0.10559006211180125,0.055900621118012424,0.07453416149068323,0.18322981366459629,37,14
