traj_cluster_ra,mortality,pm25,no2
1,0.06274509803921569,8.549959814657825,9.62844863319659
2,0.3469387755102041,8.515692078193544,9.226234689897291
3,0.10241935483870968,8.554639945949623,9.820858901401559
4,0.08247422680412371,8.504405904943791,9.353361573007225
5,0.16770186335403728,8.484404140543754,10.302757111331198
NA,1,8.735817337036133,9.99095458984375
