traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.06274509803921569,3.9098039215686273,0.2015686274509804,51.416666666666664,2
2,0.3469387755102041,10.142857142857142,1,226.35000000000002,5
3,0.10241935483870968,3.5314516129032256,0.04112903225806452,71.125,1
4,0.08247422680412371,8.639175257731958,1,114.70833333333334,4
5,0.16770186335403728,4.503105590062112,0.12111801242236025,166.00833333333333,3
