traj_cluster_ra,pct_room_air,pct_low_o2,pct_niv,pct_imv,pct_other,pct_no_arf,pct_hypox,pct_hyper,pct_mixed,pct_vaso,transition_count,n_cluster
1,0.7174321783507923,0.1905989793177545,0.03336019339242546,0.05860864893902766,0,0.9913080848777868,0.002460381412839108,0.0056406124093473006,5.9092130002686e-4,0.019790491539081384,2.687843137254902,1275
2,0.015735452693797676,0.04908342984943488,0.02388274292104317,0.9112983745357243,0,0.8645512999720436,0.04950277566995487,0.058768321418587004,0.027177602939414514,0.1912017253085187,0.8192419825072886,686
3,0.08564958020326999,0.830777728678745,0.07760715863897481,0.005965532479010163,0,0.9805567830313743,0.0025519222271321255,0.014659743703049049,0.0022315510384445427,0.02254750331418471,2.6766129032258066,1240
4,0.05811326083886456,0.4886315492162124,0.02393729699195029,0.42931789295297274,0,0.9423810196299958,0.02393729699195029,0.023796074000847336,0.009885609377206608,0.10189238808077955,2.752577319587629,194
5,0.007955415638560366,0.14821747638900706,0.803709691142687,0.040117416829745595,0,0.9457159874074704,0.03335318642048839,0.01425168042201991,0.006679145750021271,0.027737598910916362,1.8540372670807452,322
