traj_cluster_ra,h,rs,n,prop
1,0,IMV,236,0.18509803921568627
1,0,LOW_O2,535,0.4196078431372549
1,0,NIV,169,0.13254901960784313
1,0,ROOM AIR,335,0.2627450980392157
1,1,IMV,236,0.18509803921568627
1,1,LOW_O2,500,0.39215686274509803
1,1,NIV,163,0.12784313725490196
1,1,ROOM AIR,376,0.29490196078431374
1,2,IMV,235,0.1843137254901961
1,2,LOW_O2,493,0.38666666666666666
1,2,NIV,163,0.12784313725490196
1,2,ROOM AIR,384,0.30117647058823527
1,3,IMV,234,0.18352941176470589
1,3,LOW_O2,488,0.3827450980392157
1,3,NIV,156,0.1223529411764706
1,3,ROOM AIR,397,0.31137254901960787
1,4,IMV,232,0.18196078431372548
1,4,LOW_O2,492,0.38588235294117645
1,4,NIV,141,0.11058823529411765
1,4,ROOM AIR,410,0.3215686274509804
1,5,IMV,225,0.17647058823529413
1,5,LOW_O2,489,0.3835294117647059
1,5,NIV,135,0.10588235294117647
1,5,ROOM AIR,426,0.3341176470588235
1,6,IMV,222,0.17411764705882352
1,6,LOW_O2,476,0.37333333333333335
1,6,NIV,129,0.1011764705882353
1,6,ROOM AIR,448,0.35137254901960785
1,7,IMV,217,0.17019607843137255
1,7,LOW_O2,464,0.36392156862745095
1,7,NIV,124,0.09725490196078432
1,7,ROOM AIR,470,0.3686274509803922
1,8,IMV,216,0.16941176470588235
1,8,LOW_O2,464,0.36392156862745095
1,8,NIV,116,0.09098039215686274
1,8,ROOM AIR,479,0.3756862745098039
1,9,IMV,208,0.1631372549019608
1,9,LOW_O2,455,0.3568627450980392
1,9,NIV,105,0.08235294117647059
1,9,ROOM AIR,507,0.3976470588235294
1,10,IMV,205,0.1607843137254902
1,10,LOW_O2,445,0.34901960784313724
1,10,NIV,98,0.07686274509803921
1,10,ROOM AIR,527,0.41333333333333333
1,11,IMV,198,0.15529411764705883
1,11,LOW_O2,433,0.3396078431372549
1,11,NIV,88,0.06901960784313725
1,11,ROOM AIR,556,0.43607843137254904
1,12,IMV,186,0.14588235294117646
1,12,LOW_O2,433,0.3396078431372549
1,12,NIV,72,0.05647058823529412
1,12,ROOM AIR,584,0.45803921568627454
1,13,IMV,183,0.14352941176470588
1,13,LOW_O2,428,0.33568627450980393
1,13,NIV,62,0.04862745098039216
1,13,ROOM AIR,602,0.47215686274509805
1,14,IMV,172,0.1349019607843137
