k,avg_sil_width,min_sil_width
2,0.39983116904534555,-0.5627005205724905
3,0.4622641129925602,-0.5474543122290879
4,0.5203177212516986,-0.5467857972830017
5,0.47281400464444645,-0.5990672661630739
6,0.3976633068991288,-0.6572031028522399
7,0.418429032243965,-0.6500171726894451
8,0.3853692662601325,-0.6597660984456388
9,0.391272612573381,-0.6597660984456388
10,0.40180042470035,-0.6597660984456388
