site_name,stratum,pooled_cluster_label,variable,level,summary_type,n,denom,prop,pooled_cluster
pooled,1,Cluster 1: Room air / No ARF,advanced_cancer_any_poa,0,categorical,22356,27800,0.8041726618705036,1
pooled,1,Cluster 1: Room air / No ARF,advanced_cancer_any_poa,1,categorical,5444,27800,0.1958273381294964,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_72h,0,categorical,18725,27800,0.6735611510791367,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_72h,1,categorical,9075,27800,0.32643884892086333,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_icu,0,categorical,18126,27800,0.6520143884892087,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_icu,1,categorical,9674,27800,0.3479856115107914,1
pooled,1,Cluster 1: Room air / No ARF,cachexia_poa,0,categorical,26395,27800,0.9494604316546763,1
pooled,1,Cluster 1: Room air / No ARF,cachexia_poa,1,categorical,1405,27800,0.05053956834532374,1
pooled,1,Cluster 1: Room air / No ARF,death_in_hosp,0,categorical,26032,27800,0.9364028776978417,1
pooled,1,Cluster 1: Room air / No ARF,death_in_hosp,1,categorical,1768,27800,0.06359712230215828,1
pooled,1,Cluster 1: Room air / No ARF,death_or_hospice,0,categorical,24944,27800,0.8972661870503598,1
pooled,1,Cluster 1: Room air / No ARF,death_or_hospice,1,categorical,2856,27800,0.10273381294964029,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,CPAP,categorical,52,26830,0.0019381289601192696,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,FACE MASK,categorical,1636,27800,0.058848920863309354,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,HIGH FLOW NC,categorical,946,27800,0.03402877697841727,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,IMV,categorical,5294,27800,0.190431654676259,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,NASAL CANNULA,categorical,6656,27800,0.2394244604316547,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,NIPPV,categorical,2913,27800,0.1047841726618705,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,Other,categorical,192,13215,0.01452894438138479,1
