pooled_cluster,pooled_cluster_label,h,rs,n,prop
1,Cluster 1: Room air / No ARF,8,Invasive ventilation,6952,0.2591129332836377
1,Cluster 1: Room air / No ARF,8,Low-flow oxygen,8520,0.317554975773388
1,Cluster 1: Room air / No ARF,8,Noninvasive ventilation,2467,0.09194931047335073
1,Cluster 1: Room air / No ARF,8,Other support,219,0.008162504658963846
1,Cluster 1: Room air / No ARF,8,Room air,8672,0.3232202758106597
1,Cluster 1: Room air / No ARF,9,Invasive ventilation,6794,0.25322400298173686
1,Cluster 1: Room air / No ARF,9,Low-flow oxygen,8285,0.30879612374207976
1,Cluster 1: Room air / No ARF,9,Noninvasive ventilation,2229,0.08307864330972792
1,Cluster 1: Room air / No ARF,9,Other support,222,0.00827431979127842
1,Cluster 1: Room air / No ARF,9,Room air,9300,0.34662691017517705
1,Cluster 1: Room air / No ARF,10,Invasive ventilation,6538,0.24368244502422662
1,Cluster 1: Room air / No ARF,10,Low-flow oxygen,8217,0.3062616474096161
1,Cluster 1: Room air / No ARF,10,Noninvasive ventilation,2063,0.07689153932165486
1,Cluster 1: Room air / No ARF,10,Other support,209,0.007789787551248603
1,Cluster 1: Room air / No ARF,10,Room air,9803,0.36537458069325385
1,Cluster 1: Room air / No ARF,11,Invasive ventilation,6114,0.22787923965710027
1,Cluster 1: Room air / No ARF,11,Low-flow oxygen,8249,0.3074543421543049
1,Cluster 1: Room air / No ARF,11,Noninvasive ventilation,1912,0.07126351099515468
1,Cluster 1: Room air / No ARF,11,Other support,222,0.00827431979127842
1,Cluster 1: Room air / No ARF,11,Room air,10333,0.38512858740216177
1,Cluster 1: Room air / No ARF,12,Invasive ventilation,5891,0.2195676481550503
1,Cluster 1: Room air / No ARF,12,Low-flow oxygen,8011,0.29858367499068206
1,Cluster 1: Room air / No ARF,12,Noninvasive ventilation,1748,0.06515095042862468
1,Cluster 1: Room air / No ARF,12,Other support,222,0.00827431979127842
1,Cluster 1: Room air / No ARF,12,Room air,10958,0.4084234066343645
1,Cluster 1: Room air / No ARF,13,Invasive ventilation,5548,0.20678345136041745
1,Cluster 1: Room air / No ARF,13,Low-flow oxygen,8003,0.29828550130450987
1,Cluster 1: Room air / No ARF,13,Noninvasive ventilation,1640,0.06112560566530004
1,Cluster 1: Room air / No ARF,13,Other support,224,0.008348863212821469
1,Cluster 1: Room air / No ARF,13,Room air,11415,0.4254565784569512
1,Cluster 1: Room air / No ARF,14,Invasive ventilation,5295,0.19735370853522177
1,Cluster 1: Room air / No ARF,14,Low-flow oxygen,7882,0.29377562430115545
1,Cluster 1: Room air / No ARF,14,Noninvasive ventilation,1563,0.05825568393589266
1,Cluster 1: Room air / No ARF,14,Other support,204,0.00760342899739098
1,Cluster 1: Room air / No ARF,14,Room air,11886,0.44301155423033917
1,Cluster 1: Room air / No ARF,15,Invasive ventilation,5087,0.18960119269474468
1,Cluster 1: Room air / No ARF,15,Low-flow oxygen,7626,0.2842340663436452
1,Cluster 1: Room air / No ARF,15,Noninvasive ventilation,1439,0.05363399180022363
1,Cluster 1: Room air / No ARF,15,Other support,194,0.007230711889675736
1,Cluster 1: Room air / No ARF,15,Room air,12484,0.46530003727171076
1,Cluster 1: Room air / No ARF,16,Invasive ventilation,4694,0.17495341036153558
1,Cluster 1: Room air / No ARF,16,Low-flow oxygen,7823,0.29157659336563546
1,Cluster 1: Room air / No ARF,16,Noninvasive ventilation,1279,0.047670518076779723
1,Cluster 1: Room air / No ARF,16,Other support,195,0.007267983600447261
1,Cluster 1: Room air / No ARF,16,Room air,12839,0.47853149459560196
1,Cluster 1: Room air / No ARF,17,Invasive ventilation,4508,0.16802087215803205
1,Cluster 1: Room air / No ARF,17,Low-flow oxygen,7677,0.2861349235929929
1,Cluster 1: Room air / No ARF,17,Noninvasive ventilation,1239,0.046179649645918745
1,Cluster 1: Room air / No ARF,17,Other support,176,0.006559821095788297
1,Cluster 1: Room air / No ARF,17,Room air,13230,0.49310473350726797
1,Cluster 1: Room air / No ARF,18,Invasive ventilation,4292,0.15997018263138277
1,Cluster 1: Room air / No ARF,18,Low-flow oxygen,7457,0.2779351472232576
1,Cluster 1: Room air / No ARF,18,Noninvasive ventilation,1126,0.04196794632873649
1,Cluster 1: Room air / No ARF,18,Other support,175,0.006522549385016773
1,Cluster 1: Room air / No ARF,18,Room air,13780,0.5136041744316064
1,Cluster 1: Room air / No ARF,19,Invasive ventilation,4064,0.1514722325754752
1,Cluster 1: Room air / No ARF,19,Low-flow oxygen,7256,0.27044353335818117
1,Cluster 1: Room air / No ARF,19,Noninvasive ventilation,1002,0.03734625419306746
1,Cluster 1: Room air / No ARF,19,Other support,166,0.006187103988073052
1,Cluster 1: Room air / No ARF,19,Room air,14342,0.5345508758852031
1,Cluster 1: Room air / No ARF,20,Invasive ventilation,3780,0.14088706671636228
1,Cluster 1: Room air / No ARF,20,Low-flow oxygen,7180,0.2676108833395453
1,Cluster 1: Room air / No ARF,20,Noninvasive ventilation,921,0.03432724562057399
1,Cluster 1: Room air / No ARF,20,Other support,180,0.006708907938874394
1,Cluster 1: Room air / No ARF,20,Room air,14769,0.550465896384644
1,Cluster 1: Room air / No ARF,21,Invasive ventilation,3511,0.13086097651882223
1,Cluster 1: Room air / No ARF,21,Low-flow oxygen,7147,0.266380916884085
1,Cluster 1: Room air / No ARF,21,Noninvasive ventilation,821,0.030600074543421542
1,Cluster 1: Room air / No ARF,21,Other support,166,0.006187103988073052
1,Cluster 1: Room air / No ARF,21,Room air,15185,0.5659709280655982
1,Cluster 1: Room air / No ARF,22,Invasive ventilation,3403,0.12683563175549759
1,Cluster 1: Room air / No ARF,22,Low-flow oxygen,7015,0.26146105106224377
1,Cluster 1: Room air / No ARF,22,Noninvasive ventilation,729,0.027171077152441298
1,Cluster 1: Room air / No ARF,22,Other support,161,0.00600074543421543
1,Cluster 1: Room air / No ARF,22,Room air,15522,0.5785314945956019
1,Cluster 1: Room air / No ARF,23,Invasive ventilation,3191,0.1189340290719344
1,Cluster 1: Room air / No ARF,23,Low-flow oxygen,6764,0.2521058516585911
1,Cluster 1: Room air / No ARF,23,Noninvasive ventilation,721,0.026872903466269103
1,Cluster 1: Room air / No ARF,23,Other support,182,0.0067834513604174435
1,Cluster 1: Room air / No ARF,23,Room air,15972,0.5953037644427879
1,Cluster 1: Room air / No ARF,24,Invasive ventilation,3047,0.11356690272083489
1,Cluster 1: Room air / No ARF,24,Low-flow oxygen,6512,0.24271338054416697
1,Cluster 1: Room air / No ARF,24,Noninvasive ventilation,702,0.026164740961610138
1,Cluster 1: Room air / No ARF,24,Other support,173,0.006448005963473723
1,Cluster 1: Room air / No ARF,24,Room air,16396,0.6111069698099143
1,Cluster 1: Room air / No ARF,25,Invasive ventilation,2833,0.10559075661572866
1,Cluster 1: Room air / No ARF,25,Low-flow oxygen,6439,0.2399925456578457
1,Cluster 1: Room air / No ARF,25,Noninvasive ventilation,681,0.025382035035408125
1,Cluster 1: Room air / No ARF,25,Other support,150,0.005590756615728662
1,Cluster 1: Room air / No ARF,25,Room air,16727,0.6234439060752889
1,Cluster 1: Room air / No ARF,26,Invasive ventilation,2610,0.09727916511367872
1,Cluster 1: Room air / No ARF,26,Low-flow oxygen,6297,0.23469996272828922
1,Cluster 1: Room air / No ARF,26,Noninvasive ventilation,612,0.02281028699217294
1,Cluster 1: Room air / No ARF,26,Other support,159,0.005926202012672382
1,Cluster 1: Room air / No ARF,26,Room air,17152,0.6392843831531867
1,Cluster 1: Room air / No ARF,27,Invasive ventilation,2381,0.08874394334699963
1,Cluster 1: Room air / No ARF,27,Low-flow oxygen,6226,0.232053671263511
1,Cluster 1: Room air / No ARF,27,Noninvasive ventilation,597,0.022251211330600075
1,Cluster 1: Room air / No ARF,27,Other support,155,0.005777115169586284
1,Cluster 1: Room air / No ARF,27,Room air,17471,0.651174058889303
1,Cluster 1: Room air / No ARF,28,Invasive ventilation,2179,0.08121505777115169
1,Cluster 1: Room air / No ARF,28,Low-flow oxygen,5988,0.22318300409988817
1,Cluster 1: Room air / No ARF,28,Noninvasive ventilation,598,0.0222884830413716
1,Cluster 1: Room air / No ARF,28,Other support,152,0.005665300037271711
1,Cluster 1: Room air / No ARF,28,Room air,17913,0.6676481550503168
1,Cluster 1: Room air / No ARF,29,Invasive ventilation,1983,0.07390980245993291
1,Cluster 1: Room air / No ARF,29,Low-flow oxygen,5912,0.22035035408125234
1,Cluster 1: Room air / No ARF,29,Noninvasive ventilation,555,0.02068579947819605
1,Cluster 1: Room air / No ARF,29,Other support,153,0.005702571748043235
1,Cluster 1: Room air / No ARF,29,Room air,18227,0.6793514722325755
1,Cluster 1: Room air / No ARF,30,Invasive ventilation,1882,0.07014535967200894
1,Cluster 1: Room air / No ARF,30,Low-flow oxygen,5549,0.20682072307118896
1,Cluster 1: Room air / No ARF,30,Noninvasive ventilation,572,0.021319418561311965
1,Cluster 1: Room air / No ARF,30,Other support,152,0.005665300037271711
1,Cluster 1: Room air / No ARF,30,Room air,18675,0.6960491986582185
1,Cluster 1: Room air / No ARF,31,Invasive ventilation,1818,0.06775997018263138
1,Cluster 1: Room air / No ARF,31,Low-flow oxygen,5463,0.20361535594483787
1,Cluster 1: Room air / No ARF,31,Noninvasive ventilation,511,0.019045844204248975
1,Cluster 1: Room air / No ARF,31,Other support,130,0.004845322400298174
1,Cluster 1: Room air / No ARF,31,Room air,18908,0.7047335072679836
1,Cluster 1: Room air / No ARF,32,Invasive ventilation,1716,0.0639582556839359
1,Cluster 1: Room air / No ARF,32,Low-flow oxygen,5216,0.19440924338427135
1,Cluster 1: Room air / No ARF,32,Noninvasive ventilation,516,0.0192322027581066
1,Cluster 1: Room air / No ARF,32,Other support,118,0.004398061871039881
1,Cluster 1: Room air / No ARF,32,Room air,19264,0.7180022363026463
1,Cluster 1: Room air / No ARF,33,Invasive ventilation,1625,0.06056653000372717
1,Cluster 1: Room air / No ARF,33,Low-flow oxygen,4880,0.18188594856503915
1,Cluster 1: Room air / No ARF,33,Noninvasive ventilation,489,0.01822586656727544
1,Cluster 1: Room air / No ARF,33,Other support,110,0.004099888184867686
1,Cluster 1: Room air / No ARF,33,Room air,19726,0.7352217666790906
1,Cluster 1: Room air / No ARF,34,Invasive ventilation,1516,0.05650391352963101
1,Cluster 1: Room air / No ARF,34,Low-flow oxygen,4807,0.17916511367871785
1,Cluster 1: Room air / No ARF,34,Noninvasive ventilation,430,0.0160268356317555
1,Cluster 1: Room air / No ARF,34,Other support,106,0.003950801341781588
1,Cluster 1: Room air / No ARF,34,Room air,19971,0.744353335818114
1,Cluster 1: Room air / No ARF,35,Invasive ventilation,1399,0.05214312336936265
1,Cluster 1: Room air / No ARF,35,Low-flow oxygen,4486,0.16720089452105852
1,Cluster 1: Room air / No ARF,35,Noninvasive ventilation,488,0.018188594856503912
1,Cluster 1: Room air / No ARF,35,Other support,104,0.003876257920238539
1,Cluster 1: Room air / No ARF,35,Room air,20353,0.7585911293328363
1,Cluster 1: Room air / No ARF,36,Invasive ventilation,1285,0.04789414834140887
1,Cluster 1: Room air / No ARF,36,Low-flow oxygen,4279,0.15948565039135296
1,Cluster 1: Room air / No ARF,36,Noninvasive ventilation,486,0.018114051434960865
1,Cluster 1: Room air / No ARF,36,Other support,103,0.0038389862094670144
1,Cluster 1: Room air / No ARF,36,Room air,20677,0.7706671636228103
1,Cluster 1: Room air / No ARF,37,Invasive ventilation,1157,0.04312336936265375
1,Cluster 1: Room air / No ARF,37,Low-flow oxygen,4107,0.15307491613865076
1,Cluster 1: Room air / No ARF,37,Noninvasive ventilation,440,0.016399552739470743
1,Cluster 1: Room air / No ARF,37,Other support,104,0.003876257920238539
1,Cluster 1: Room air / No ARF,37,Room air,21022,0.7835259038389862
1,Cluster 1: Room air / No ARF,38,Invasive ventilation,1045,0.03894893775624301
1,Cluster 1: Room air / No ARF,38,Low-flow oxygen,3814,0.14215430488259412
1,Cluster 1: Room air / No ARF,38,Noninvasive ventilation,416,0.015505031680954157
1,Cluster 1: Room air / No ARF,38,Other support,97,0.003615355944837868
1,Cluster 1: Room air / No ARF,38,Room air,21458,0.7997763697353708
1,Cluster 1: Room air / No ARF,39,Invasive ventilation,935,0.03484904957137533
1,Cluster 1: Room air / No ARF,39,Low-flow oxygen,3649,0.13600447260529258
1,Cluster 1: Room air / No ARF,39,Noninvasive ventilation,363,0.013529631010063362
1,Cluster 1: Room air / No ARF,39,Other support,91,0.0033917256802087218
1,Cluster 1: Room air / No ARF,39,Room air,21792,0.81222512113306
1,Cluster 1: Room air / No ARF,40,Invasive ventilation,731,0.027245620573984344
1,Cluster 1: Room air / No ARF,40,Low-flow oxygen,3366,0.12545657845695118
1,Cluster 1: Room air / No ARF,40,Noninvasive ventilation,289,0.010771524412970555
1,Cluster 1: Room air / No ARF,40,Other support,82,0.003056280283265002
1,Cluster 1: Room air / No ARF,40,Room air,22362,0.8334699962728289
1,Cluster 1: Room air / No ARF,41,Invasive ventilation,631,0.023518449496831906
1,Cluster 1: Room air / No ARF,41,Low-flow oxygen,3153,0.11751770406261647
1,Cluster 1: Room air / No ARF,41,Noninvasive ventilation,291,0.010846067834513605
1,Cluster 1: Room air / No ARF,41,Other support,73,0.002720834886321282
1,Cluster 1: Room air / No ARF,41,Room air,22682,0.8453969437197167
1,Cluster 1: Room air / No ARF,42,Invasive ventilation,565,0.021058516585911295
1,Cluster 1: Room air / No ARF,42,Low-flow oxygen,3172,0.11822586656727543
1,Cluster 1: Room air / No ARF,42,Noninvasive ventilation,294,0.010957882966828177
1,Cluster 1: Room air / No ARF,42,Other support,62,0.0023108460678345137
1,Cluster 1: Room air / No ARF,42,Room air,22737,0.8474468878121506
1,Cluster 1: Room air / No ARF,43,Invasive ventilation,529,0.019716734998136413
1,Cluster 1: Room air / No ARF,43,Low-flow oxygen,2915,0.10864703689899366
1,Cluster 1: Room air / No ARF,43,Noninvasive ventilation,296,0.011032426388371225
1,Cluster 1: Room air / No ARF,43,Other support,63,0.002348117778606038
1,Cluster 1: Room air / No ARF,43,Room air,23027,0.8582556839358927
1,Cluster 1: Room air / No ARF,44,Invasive ventilation,468,0.017443160641073426
1,Cluster 1: Room air / No ARF,44,Low-flow oxygen,2716,0.1012299664554603
1,Cluster 1: Room air / No ARF,44,Noninvasive ventilation,225,0.008386134923592994
1,Cluster 1: Room air / No ARF,44,Other support,62,0.0023108460678345137
1,Cluster 1: Room air / No ARF,44,Room air,23359,0.8706298919120388
1,Cluster 1: Room air / No ARF,45,Invasive ventilation,416,0.015505031680954157
1,Cluster 1: Room air / No ARF,45,Low-flow oxygen,2573,0.09590011181513232
1,Cluster 1: Room air / No ARF,45,Noninvasive ventilation,232,0.008647036898993665
1,Cluster 1: Room air / No ARF,45,Other support,57,0.0021244875139768914
1,Cluster 1: Room air / No ARF,45,Room air,23552,0.877823332090943
1,Cluster 1: Room air / No ARF,46,Invasive ventilation,329,0.012262392843831531
1,Cluster 1: Room air / No ARF,46,Low-flow oxygen,2495,0.09299291837495341
1,Cluster 1: Room air / No ARF,46,Noninvasive ventilation,213,0.0079388743943347
1,Cluster 1: Room air / No ARF,46,Other support,45,0.0016772269847185985
1,Cluster 1: Room air / No ARF,46,Room air,23748,0.8851285874021617
1,Cluster 1: Room air / No ARF,47,Invasive ventilation,274,0.01021244875139769
1,Cluster 1: Room air / No ARF,47,Low-flow oxygen,2295,0.08553857622064853
1,Cluster 1: Room air / No ARF,47,Noninvasive ventilation,221,0.008237048080506895
1,Cluster 1: Room air / No ARF,47,Other support,47,0.0017517704062616473
1,Cluster 1: Room air / No ARF,47,Room air,23993,0.8942601565411853
1,Cluster 1: Room air / No ARF,48,Invasive ventilation,223,0.008311591502049943
1,Cluster 1: Room air / No ARF,48,Low-flow oxygen,2197,0.08188594856503914
1,Cluster 1: Room air / No ARF,48,Noninvasive ventilation,211,0.00786433097279165
1,Cluster 1: Room air / No ARF,48,Other support,48,0.0017890421170331718
1,Cluster 1: Room air / No ARF,48,Room air,24151,0.9001490868430861
1,Cluster 1: Room air / No ARF,49,Invasive ventilation,209,0.007789787551248603
1,Cluster 1: Room air / No ARF,49,Low-flow oxygen,2170,0.08087961237420797
1,Cluster 1: Room air / No ARF,49,Noninvasive ventilation,220,0.008199776369735371
1,Cluster 1: Room air / No ARF,49,Other support,42,0.0015654118524040252
1,Cluster 1: Room air / No ARF,49,Room air,24189,0.901565411852404
1,Cluster 1: Room air / No ARF,50,Invasive ventilation,236,0.008796123742079762
1,Cluster 1: Room air / No ARF,50,Low-flow oxygen,2025,0.07547521431233693
1,Cluster 1: Room air / No ARF,50,Noninvasive ventilation,238,0.00887066716362281
1,Cluster 1: Room air / No ARF,50,Other support,38,0.0014163250093179277
1,Cluster 1: Room air / No ARF,50,Room air,24293,0.9054416697726425
1,Cluster 1: Room air / No ARF,51,Invasive ventilation,256,0.009541557957510249
1,Cluster 1: Room air / No ARF,51,Low-flow oxygen,1926,0.07178531494595602
1,Cluster 1: Room air / No ARF,51,Noninvasive ventilation,245,0.009131569139023481
1,Cluster 1: Room air / No ARF,51,Other support,33,0.0012299664554603056
1,Cluster 1: Room air / No ARF,51,Room air,24370,0.90831159150205
1,Cluster 1: Room air / No ARF,52,Invasive ventilation,220,0.008199776369735371
1,Cluster 1: Room air / No ARF,52,Low-flow oxygen,2004,0.07469250838613492
1,Cluster 1: Room air / No ARF,52,Noninvasive ventilation,234,0.008721580320536713
1,Cluster 1: Room air / No ARF,52,Other support,35,0.0013045098770033544
1,Cluster 1: Room air / No ARF,52,Room air,24337,0.9070816250465896
1,Cluster 1: Room air / No ARF,53,Invasive ventilation,223,0.008311591502049943
1,Cluster 1: Room air / No ARF,53,Low-flow oxygen,1945,0.07249347745061498
1,Cluster 1: Room air / No ARF,53,Noninvasive ventilation,235,0.008758852031308237
1,Cluster 1: Room air / No ARF,53,Other support,36,0.001341781587774879
1,Cluster 1: Room air / No ARF,53,Room air,24391,0.909094297428252
1,Cluster 1: Room air / No ARF,54,Invasive ventilation,188,0.007007081625046589
1,Cluster 1: Room air / No ARF,54,Low-flow oxygen,1909,0.0711516958628401
1,Cluster 1: Room air / No ARF,54,Noninvasive ventilation,218,0.008125232948192323
1,Cluster 1: Room air / No ARF,54,Other support,31,0.0011554230339172568
1,Cluster 1: Room air / No ARF,54,Room air,24484,0.9125605665300037
1,Cluster 1: Room air / No ARF,55,Invasive ventilation,189,0.007044353335818114
1,Cluster 1: Room air / No ARF,55,Low-flow oxygen,1850,0.06895266492732016
1,Cluster 1: Room air / No ARF,55,Noninvasive ventilation,237,0.008833395452851285
1,Cluster 1: Room air / No ARF,55,Other support,35,0.0013045098770033544
1,Cluster 1: Room air / No ARF,55,Room air,24519,0.9138650764070071
1,Cluster 1: Room air / No ARF,56,Invasive ventilation,185,0.006895266492732016
1,Cluster 1: Room air / No ARF,56,Low-flow oxygen,1809,0.06742452478568767
1,Cluster 1: Room air / No ARF,56,Noninvasive ventilation,234,0.008721580320536713
1,Cluster 1: Room air / No ARF,56,Other support,30,0.0011181513231457323
1,Cluster 1: Room air / No ARF,56,Room air,24572,0.9158404770778978
1,Cluster 1: Room air / No ARF,57,Invasive ventilation,157,0.005851658591129333
1,Cluster 1: Room air / No ARF,57,Low-flow oxygen,1646,0.061349235929929184
1,Cluster 1: Room air / No ARF,57,Noninvasive ventilation,224,0.008348863212821469
1,Cluster 1: Room air / No ARF,57,Other support,30,0.0011181513231457323
1,Cluster 1: Room air / No ARF,57,Room air,24773,0.9233320909429743
1,Cluster 1: Room air / No ARF,58,Invasive ventilation,159,0.005926202012672382
1,Cluster 1: Room air / No ARF,58,Low-flow oxygen,1635,0.06093924711144241
1,Cluster 1: Room air / No ARF,58,Noninvasive ventilation,215,0.00801341781587775
1,Cluster 1: Room air / No ARF,58,Other support,29,0.001080879612374208
1,Cluster 1: Room air / No ARF,58,Room air,24792,0.9240402534476333
1,Cluster 1: Room air / No ARF,59,Invasive ventilation,161,0.00600074543421543
1,Cluster 1: Room air / No ARF,59,Low-flow oxygen,1590,0.05926202012672382
1,Cluster 1: Room air / No ARF,59,Noninvasive ventilation,216,0.008050689526649273
1,Cluster 1: Room air / No ARF,59,Other support,32,0.0011926947446887811
1,Cluster 1: Room air / No ARF,59,Room air,24831,0.9254938501677227
1,Cluster 1: Room air / No ARF,60,Invasive ventilation,162,0.006038017144986955
1,Cluster 1: Room air / No ARF,60,Low-flow oxygen,1449,0.05400670890793888
1,Cluster 1: Room air / No ARF,60,Noninvasive ventilation,232,0.008647036898993665
1,Cluster 1: Room air / No ARF,60,Other support,31,0.0011554230339172568
1,Cluster 1: Room air / No ARF,60,Room air,24956,0.9301528140141633
1,Cluster 1: Room air / No ARF,61,Invasive ventilation,160,0.005963473723443906
1,Cluster 1: Room air / No ARF,61,Low-flow oxygen,1290,0.048080506895266495
1,Cluster 1: Room air / No ARF,61,Noninvasive ventilation,197,0.0073425270219903095
1,Cluster 1: Room air / No ARF,61,Other support,34,0.0012672381662318301
1,Cluster 1: Room air / No ARF,61,Room air,25149,0.9373462541930675
1,Cluster 1: Room air / No ARF,62,Invasive ventilation,164,0.006112560566530004
1,Cluster 1: Room air / No ARF,62,Low-flow oxygen,1156,0.04308609765188222
1,Cluster 1: Room air / No ARF,62,Noninvasive ventilation,188,0.007007081625046589
1,Cluster 1: Room air / No ARF,62,Other support,35,0.0013045098770033544
1,Cluster 1: Room air / No ARF,62,Room air,25287,0.9424897502795379
1,Cluster 1: Room air / No ARF,63,Invasive ventilation,166,0.006187103988073052
1,Cluster 1: Room air / No ARF,63,Low-flow oxygen,1270,0.047335072679836006
1,Cluster 1: Room air / No ARF,63,Noninvasive ventilation,174,0.0064852776742452475
1,Cluster 1: Room air / No ARF,63,Other support,33,0.0012299664554603056
1,Cluster 1: Room air / No ARF,63,Room air,25187,0.9387625792023854
1,Cluster 1: Room air / No ARF,64,Invasive ventilation,169,0.006298919120387626
1,Cluster 1: Room air / No ARF,64,Low-flow oxygen,1243,0.046328736489004846
1,Cluster 1: Room air / No ARF,64,Noninvasive ventilation,162,0.006038017144986955
1,Cluster 1: Room air / No ARF,64,Other support,34,0.0012672381662318301
1,Cluster 1: Room air / No ARF,64,Room air,25222,0.9400670890793887
1,Cluster 1: Room air / No ARF,65,Invasive ventilation,169,0.006298919120387626
1,Cluster 1: Room air / No ARF,65,Low-flow oxygen,1202,0.044800596347372344
1,Cluster 1: Room air / No ARF,65,Noninvasive ventilation,163,0.00607528885575848
1,Cluster 1: Room air / No ARF,65,Other support,37,0.0013790532985464032
1,Cluster 1: Room air / No ARF,65,Room air,25259,0.9414461423779351
1,Cluster 1: Room air / No ARF,66,Invasive ventilation,169,0.006298919120387626
1,Cluster 1: Room air / No ARF,66,Low-flow oxygen,1198,0.044651509504286244
1,Cluster 1: Room air / No ARF,66,Noninvasive ventilation,165,0.006149832277301528
1,Cluster 1: Room air / No ARF,66,Other support,44,0.0016399552739470742
1,Cluster 1: Room air / No ARF,66,Room air,25254,0.9412597838240775
1,Cluster 1: Room air / No ARF,67,Invasive ventilation,139,0.005180767797241893
1,Cluster 1: Room air / No ARF,67,Low-flow oxygen,1238,0.04614237793514722
1,Cluster 1: Room air / No ARF,67,Noninvasive ventilation,169,0.006298919120387626
1,Cluster 1: Room air / No ARF,67,Other support,47,0.0017517704062616473
1,Cluster 1: Room air / No ARF,67,Room air,25237,0.9406261647409616
1,Cluster 1: Room air / No ARF,68,Invasive ventilation,141,0.005255311218784942
1,Cluster 1: Room air / No ARF,68,Low-flow oxygen,1362,0.05076407007081625
1,Cluster 1: Room air / No ARF,68,Noninvasive ventilation,170,0.00633619083115915
1,Cluster 1: Room air / No ARF,68,Other support,48,0.0017890421170331718
1,Cluster 1: Room air / No ARF,68,Room air,25109,0.9358553857622065
1,Cluster 1: Room air / No ARF,69,Invasive ventilation,143,0.005329854640327991
1,Cluster 1: Room air / No ARF,69,Low-flow oxygen,1399,0.05214312336936265
1,Cluster 1: Room air / No ARF,69,Noninvasive ventilation,174,0.0064852776742452475
1,Cluster 1: Room air / No ARF,69,Other support,43,0.0016026835631755497
1,Cluster 1: Room air / No ARF,69,Room air,25071,0.9344390607528885
1,Cluster 1: Room air / No ARF,70,Invasive ventilation,147,0.0054789414834140885
1,Cluster 1: Room air / No ARF,70,Low-flow oxygen,1472,0.05486395825568394
1,Cluster 1: Room air / No ARF,70,Noninvasive ventilation,188,0.007007081625046589
1,Cluster 1: Room air / No ARF,70,Other support,45,0.0016772269847185985
1,Cluster 1: Room air / No ARF,70,Room air,24978,0.9309727916511368
