term_group,model,term_clean,effect_type,k,estimate_fixed,std_error_fixed,conf_low_fixed,conf_high_fixed,estimate_random,std_error_random,conf_low_random,conf_high_random,tau2,q,i2,pooled_effect_random,pooled_conf_low_random,pooled_conf_high_random,covariate_label,site_included
ICU LOS,glm_los_quasipoisson,admit_year,RR_like,9,0.018714488677958427,0.003870699205461019,0.01112791823525483,0.026301059120662024,0.023692796878455845,0.01270085513481333,-0.00120087918577828,0.04858647294268997,0.0011885230543932292,71.82362594832922,0.8886160383248363,1.0239757010357122,0.9987998415810843,1.0497861459927529,"Admission year, per year",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,advanced_cancer_any_poaTRUE,RR_like,9,-0.03742003875119977,0.01657257364718237,-0.06990228309967722,-0.004937794402722323,-0.05173691455137134,0.02788387585766089,-0.10638931123238668,0.002915482129644001,0.003917168070713367,19.98340887717688,0.5996679020496435,0.9495786543100023,0.8990745601087533,1.0029197362809643,Advanced cancer present on admission,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,age_years,RR_like,9,-0.007187430450683436,2.989558452139138e-4,-0.007773383907302707,-0.0066014769940641645,-0.007360516957492447,6.065905568966678e-4,-0.008549434449009916,-0.006171599465974979,2.2877803033347345e-6,29.849027158119473,0.7319845649366882,0.9926665053075219,0.9914870080375234,0.9938474057364107,"Age, per year",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryAsian,RR_like,8,0.047444060793880596,0.06357938088437444,-0.0771715257394933,0.17205964732725448,0.047444060793880596,0.06357938088437444,-0.0771715257394933,0.17205964732725448,0,3.906811811827409,0,1.048587542325973,0.9257310532842269,1.1877486771351007,Asian race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryBlack or African American,RR_like,9,0.07895053834784024,0.05479367499590086,-0.02844506464412544,0.18634614133980593,0.07895053834784024,0.05479367499590086,-0.02844506464412544,0.18634614133980593,0,7.01134756679598,0,1.082150795780331,0.9719556874111164,1.204839232874075,Black race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,charlson_score,RR_like,9,0.00789235846759011,0.0019447796106577874,0.004080590430700847,0.011704126504479372,0.00791398958969507,0.0034601040891238197,0.001132185575012384,0.014695793604377757,6.455780605949576e-5,22.47551615961093,0.6440571178349086,1.007945387979497,1.00113282673905,1.0148043076944793,"Charlson score, per point",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,sex_categoryMale,RR_like,9,0.056360297761424434,0.009767193983027044,0.03721659755469143,0.07550399796815743,0.057528507572461036,0.011354988638207223,0.03527272984157488,0.07978428530334719,2.3530901924217364e-4,10.095411166438984,0.2075607552671984,1.0592154658859794,1.0359021917177458,1.0830534119361617,Male sex,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryNative Hawaiian or Other Pacific Islander,RR_like,9,-0.018314350821750716,0.11148698096758951,-0.23682883351822615,0.20020013187472474,-0.018314350821750716,0.11148698096758951,-0.23682883351822615,0.20020013187472474,0,3.7480451892246744,0,0.9818523377524309,0.7891263484391088,1.2216472242458665,Native Hawaiian or Pacific Islander race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryOther,RR_like,9,-0.03344896787989286,0.07378043075819715,-0.17805861216595925,0.11116067640617354,-0.03344896787989286,0.07378043075819715,-0.17805861216595925,0.11116067640617354,0,6.173999299257208,0,0.967104263353044,0.8368933699181262,1.1175744602769813,Other race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryUnknown,RR_like,9,0.04923221577481592,0.059688081159602585,-0.06775642329800513,0.166220854847637,-0.019560466503985775,0.1084680469828024,-0.23215783859027844,0.1930369055823069,0.054517574639871356,20.00224688698388,0.6000449326917435,0.9806295981524368,0.7928209756852361,1.212927556490881,Unknown race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,sex_categoryUnknown,RR_like,4,-0.2654231745669149,0.5646505716457044,-1.3721382949924956,0.8412919458586658,-0.2654231745669149,0.5646505716457044,-1.3721382949924956,0.8412919458586658,0,1.0048862293497203,0,0.7668813566149115,0.25356418442710804,2.319361531488647,Unknown sex,Emory; NU; Penn; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryWhite,RR_like,9,-0.021385132075810633,0.050592868331122726,-0.12054715400481118,0.07777688985318991,-0.021385132075810633,0.050592868331122726,-0.12054715400481118,0.07777688985318991,0,4.8322788647991795,0,0.9788419085498062,0.8864352873860621,1.0808814761411227,White race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
Mortality,glm_mortality,admit_year,OR,9,0.010199181523166454,0.006582752621942327,-0.0027030136158405077,0.023101376662173417,0.015679126057397286,0.017520129059285496,-0.018660326898802284,0.05001857901359685,0.0018373489916461575,40.333057319870306,0.801651535202149,1.0158026884933713,0.9815126990891854,1.0512906281374574,"Admission year, per year",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
Mortality,glm_mortality,advanced_cancer_any_poaTRUE,OR,9,0.7889233541339357,0.025945520044168825,0.7380701348473647,0.8397765734205066,0.7612357988229292,0.04854797178307907,0.6660817741280942,0.8563898235177643,0.012411501825288515,22.980129729505293,0.6518731576293751,2.1409203331923776,1.946595159041203,2.3546446480089815,Advanced cancer present on admission,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
Mortality,glm_mortality,age_years,OR,9,0.031244308715585485,5.876767738555754e-4,0.030092462238828558,0.032396155192342416,0.030653333709591203,0.0012733190924407907,0.028157628288407253,0.03314903913077515,9.984125709162143e-6,32.05372652733334,0.7504190349543877,1.0311279846068016,1.028557801449745,1.0337045901948112,"Age, per year",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
Mortality,glm_mortality,race_categoryAsian,OR,8,0.09516304572794489,0.14075066073939524,-0.18070824932126978,0.3710343407771595,0.09682914289012744,0.14310584094318443,-0.18365830535851402,0.3773165911387689,0.0026751493730010492,7.10085294154383,0.014202933418573694,1.1016721290240123,0.8322201204048589,1.4583659420272943,Asian race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
