mediator,n_sites,beta_total_mean,beta_direct_mean,beta_indirect_mean,pct_mediated_median,pct_mediated_iqr_low,pct_mediated_iqr_high,model,pooled_beta,pooled_beta_low,pooled_beta_high,pooled_or,pooled_or_low,pooled_or_high
Severity rank,9,0.04437806144229251,0.05216605444063236,-0.007787992998339852,0.4868400939286035,-0.6696985220662149,1.0116792509110175,glm_direct_no2_severity,0.024556184404425557,-0.010194911221198477,0.05930728003004959,1.0248601706479548,0.9898568807319896,1.061101245872878
Trajectory phenotype,9,0.04437806144229251,0.05216605444047292,-0.007787992998180402,0.4868400939286035,-0.6696985220722267,1.0116792509110175,glm_direct_no2_cluster,0.024556184404380777,-0.010194911221243105,0.059307280030004655,1.0248601706479088,0.9898568807319454,1.0611012458728302
