county_fips,study_period_mean
01001,2.0225569294033994
01003,1.8819673148298648
01005,1.7519390121420066
01007,2.1009335283891892
01009,2.3242124186299833
01011,1.7156718970379763
01013,1.6249697408081332
01015,2.6333038109285645
01017,2.042333578624114
01019,2.3388579968289993
01021,2.2483608170889355
01023,1.5696577418781015
01025,1.5798572433249136
01027,1.989112464802386
01029,2.179797507104732
01031,1.796713486987288
01033,2.1646140229639785
01035,1.6083157084062896
01037,1.9372600718011628
01039,1.6518557268347704
01041,1.6059282624595117
01043,2.2653891120127456
01045,1.8741138413021363
01047,1.7944490987192054
01049,2.3594239068144645
01051,2.1360133892237223
01053,1.755599367424829
01055,2.6490459615307866
01057,1.890083168245437
01059,1.884955427456264
01061,1.7634767927151525
01063,1.7246849104485689
01065,1.829123016442461
01067,1.7275075780402656
01069,2.165293400666477
01071,2.1979650125223724
01073,3.589290597917807
01075,1.744211401829203
01077,2.2516975891885247
01079,2.0909081636633324
01081,2.360997412210949
01083,2.5847061964144413
01085,1.725562925440751
01087,1.9072151005540265
01089,2.8826516732816096
01091,1.7447274945495863
01093,1.9226254172944357
01095,2.43720811867828
01097,2.32193265477113
01099,1.620922746112885
01101,2.4295615208330434
01103,2.489926444433128
01105,1.7470432241235645
01107,1.734129221658424
01109,1.776888484125743
01111,2.0549421641824144
01113,2.1281520652960135
01115,2.6120144641465735
01117,2.865918956628103
01119,1.6776490024566901
01121,2.481582277758796
01123,1.984263752428225
01125,2.2982386892012756
01127,2.3484494942867555
01129,1.6117103208146788
01131,1.6331321970141524
01133,1.8847795734137258
04001,1.8361272358194753
04003,1.7841525265695717
04005,1.6145484358298008
04007,1.7353936758400952
04009,1.6907857273529387
04011,2.0850580399918863
04012,1.5615783428705183
04013,3.1461221996471904
04015,1.4980880338958367
04017,1.703842497921622
04019,1.789978102617799
04021,2.3393722227046063
04023,1.6742990412061796
04025,1.7421780652466061
04027,1.4882497897895486
05001,1.8537485606242543
05003,1.748984080092228
05005,1.7237098771900008
05007,2.4430337324036904
05009,1.7906422714475485
05011,1.611080520775314
05013,1.6592189342381063
05015,1.7947920087732117
05017,1.9937804612289196
05019,1.7507732293434162
05021,2.296133970558974
05023,1.8454821269740833
05025,1.7036721100978665
05027,1.7104562810526105
05029,2.072594137901338
05031,2.7050180984258074
05033,2.0539230209884924
05035,2.8362443610282546
05037,2.444850610988651
05039,1.712246085881119
05041,1.8676085384193237
05043,1.7252512164672715
05045,2.3592397571279684
05047,1.9038927707976547
05049,1.7308972273503047
05051,1.8655300882441412
05053,1.9184313467518748
05055,2.484932254278868
05057,1.921672583839107
05059,1.9756780787482235
05061,1.8172815694593443
05063,2.1396010243464683
05065,1.7086188580112627
05067,2.488748963417265
05069,2.258829483997094
05071,1.7294170952672114
05073,1.7934745379812809
05075,2.329874618377401
05077,2.161909321617287
05079,1.8475062216361726
05081,2.0529675320857352
05083,1.798198959849397
05085,2.431155196754387
05087,1.6751747349652397
05089,1.6017695580659737
05091,2.1957570804831406
05093,2.8698081375197924
05095,2.1699848724129245
05097,1.5710425692046157
05099,1.7441844421828592
05101,1.5447792696168194
05103,1.6579015376094914
05105,1.7458578473347572
05107,2.1398054699197795
05109,1.713515015974041
05111,2.4477456005988585
05113,1.6634968157921302
05115,1.820764426184587
05117,2.198296931673224
05119,3.1245702608285093
05121,1.9568336013716
05123,2.492842253693458
05125,2.099594069504734
05127,1.6251184579961346
05129,1.6190957862271462
05131,2.272813729699019
05133,1.7828281604063043
05135,1.8156170590787852
05137,1.6253811587351688
05139,1.658988469725173
05141,1.7092317497213907
05143,2.1555755699814756
05145,2.263240219149133
05147,2.222982143876978
05149,1.663913127866191
06001,5.664385507219074
06003,1.8582000120985183
06005,2.358241994634695
06007,2.153221280677208
06009,2.2177638768131454
06011,2.0471163949282953
06013,4.734909375799946
06015,1.0667447522157134
06017,2.295945770413742
06019,2.35915237222387
06021,1.8447935578938377
06023,1.0800342167826513
06025,2.132768485211095
06027,1.6006728271000192
06029,2.738977229684028
06031,2.745430932354337
06033,1.645763372722619
06035,1.649252035422204
06037,6.8533972732309145
06039,2.329419891566437
06041,2.512784901934585
06043,1.8911974648768142
06045,1.2110187354362654
06047,2.878714344267071
06049,1.505113580079361
06051,1.9393886206191293
06053,1.8681020099605599
06055,2.3508535136647475
06057,2.2830176846389616
06059,9.097977989878208
06061,2.51802368043385
06063,1.7549697238223623
06065,2.9677021924215383
06067,4.496632223525893
06069,1.959672690665011
06071,2.2777978279478153
06073,3.658501784330653
06075,8.914284664784732
06077,3.8713790353209148
06079,1.776577403903084
06081,4.534862980746617
06083,1.8576272614066935
06085,4.471913614119366
06087,2.9409353811268497
06089,1.5343400819301876
06091,1.9289083369489128
06093,1.4548384129487346
06095,3.3785272577691012
06097,2.0178490229300867
06099,3.355306289398421
06101,2.792223560490553
06103,1.5728316514464
06105,1.3081115281126388
06107,2.4498152284135752
06109,1.8594410854844048
06111,3.184330785572554
06113,2.7727973530676455
06115,2.5895523230715853
08001,4.165221548913862
08003,1.9789125908133272
08005,4.2656708812912445
08007,1.943942169699888
08009,1.5998107979777756
08011,1.5803294796492116
08013,4.288667967669128
08014,9.28840597247112
08015,2.036495874021071
08017,1.7753121117788604
08019,2.634461790941677
08021,1.8884403437759247
08023,1.8188987991548027
08025,1.9686448101246228
08027,1.891948781963261
08029,1.8358918841186394
08031,10.22866003689037
08033,1.7457410623705132
08035,4.1104244414786235
08037,2.0003069846321417
08039,2.257899844141908
08041,3.162707154945651
08043,2.0885604898568197
08045,1.7656884411204194
08047,2.7229667821247587
08049,2.0520468049645237
08051,1.860277495944383
08053,1.931722104979516
08055,1.8756698864159056
08057,1.8833037709962488
08059,5.13245314581927
08061,1.765097941514918
08063,1.81437307874774
08065,2.2573310858643754
08067,2.4641561828831993
08069,2.868400781281238
08071,1.5963616764572484
08073,1.8123550544780558
08075,2.3040661489665912
08077,1.8706241804315007
08079,1.9819145194498178
08081,1.6892561372726018
08083,2.1286410972857777
08085,1.7963812910967334
08087,2.883389916153136
08089,2.011987001160188
08091,2.011719650017403
08093,2.0896059995330623
08095,2.1772542378370066
08097,1.9136870506980013
08099,1.726443518162765
08101,2.426335891957925
08103,1.7415977196682007
08105,1.9612655331683342
08107,1.8263260568991322
08109,1.8275789172491679
08111,2.2276195534574237
08113,1.9209840447415236
08115,2.216015103731939
08117,2.49351620361136
08119,2.126708751406305
08121,2.076465449663218
08123,3.43776591528849
08125,1.9881051101016907
09001,5.351831258199185
