pooled_cluster,pooled_cluster_label,phenotype_label_short,n_sites,n_patients,sofa_total_mean,sofa_resp_mean,sofa_cv_mean,sofa_renal_mean,sofa_liver_mean,sofa_coag_mean,sofa_cns_mean,mean_gcs,median_gcs_proxy,pct_gcs_lt8,pct_gcs_lt13
1,Cluster 1: Room air / No ARF,Room air / No ARF,10,27800,5.126978417266187,1.416546762589928,1.0133093525179857,0.8153597122302159,0.1793525179856115,0.36906474820143886,1.3333453237410071,13.347289370250877,14.526978417266188,0.06540256530408965,0.2177223372655643
2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF,10,35845,5.347133491421397,1.6348723671362813,1.129781001534384,0.9254847259031943,0.21835681406053842,0.4298228483749476,1.0088157344120519,13.518026575403272,14.98222904170735,0.052265109947317194,0.209810178832197
3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF,10,14444,5.0798255330933255,2.429936305732484,0.7997092218222103,0.6917058986430348,0.17058986430351694,0.37371919135973425,0.6141650512323457,12.804174211079559,14.97632234837995,0.1305967653583092,0.26249629891948495
4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,10,31786,10.37780783992953,2.757408922166992,2.311803938840999,1.0581073428553451,0.3839426162461462,0.6513559428679293,3.215189076952117,9.605520999922158,10.072075756622413,0.3141304784766306,0.7276317270566319
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,10,21954,11.254031156053566,3.3432631866630227,2.578892229206523,1.176368771066776,0.4578208982417784,0.6642069782272024,3.0334790926482644,9.981420268395711,10.303680422702014,0.29521694578949814,0.6592509617024584
