county_fips,county_total,dominant_cluster,dominant_cluster_prop,worst_cluster_prop,mean_severity_rank,pooled_cluster_label,dominant_cluster_phenotype
46025,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
46029,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
46047,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
46053,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
46061,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
46063,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
46083,5,5,0.6,0.6,4,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
46099,16,2,0.375,0.25,3.0625,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
46103,3,1,0.3333333333333333,0.3333333333333333,3.3333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
46105,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
46109,3,3,0.6666666666666666,0.3333333333333333,3.6666666666666665,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
46121,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
46123,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
46129,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
47011,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
47019,2,2,0.5,0.5,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
47025,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
47035,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
47037,5,4,0.4,0.2,3.6,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
47049,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
47053,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
47059,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
47065,7,1,0.2857142857142857,0.2857142857142857,3.2857142857142856,Cluster 1: Room air / No ARF,Room air / No ARF
47073,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
47075,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
47105,2,1,0.5,0.5,2,Cluster 1: Room air / No ARF,Room air / No ARF
47115,16,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
47121,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
47125,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
47139,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
47141,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
47155,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
47157,3,2,0.6666666666666666,0.6666666666666666,1.6666666666666667,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
47165,3,4,0.6666666666666666,0.3333333333333333,4.333333333333333,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
47179,3,5,0.6666666666666666,0.6666666666666666,3.6666666666666665,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
47185,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
47187,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
47189,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48000,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48029,10,4,0.5,0.1,3.4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
48039,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
48053,2,1,0.5,0.5,2,Cluster 1: Room air / No ARF,Room air / No ARF
48085,3,5,0.6666666666666666,0.6666666666666666,4,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48091,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
48113,10,1,0.2,0.2,3,Cluster 1: Room air / No ARF,Room air / No ARF
48121,3,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
48141,5,1,0.4,0.4,2.8,Cluster 1: Room air / No ARF,Room air / No ARF
48157,18,5,0.8888888888888888,0.8888888888888888,4.777777777777778,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48181,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
48187,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48201,35,5,0.5428571428571428,0.5428571428571428,3.7714285714285714,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48215,2,1,0.5,0.5,2.5,Cluster 1: Room air / No ARF,Room air / No ARF
48251,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
48253,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48331,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48339,2,2,0.5,0.5,3.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
48355,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
48373,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
48409,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
48423,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
48439,4,1,0.5,0.25,2.75,Cluster 1: Room air / No ARF,Room air / No ARF
48451,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
48453,2,2,0.5,0.5,3.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
48485,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
48491,2,2,0.5,0.5,3.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
49011,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
49035,3,1,0.6666666666666666,0.3333333333333333,2,Cluster 1: Room air / No ARF,Room air / No ARF
49047,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
49049,2,4,0.5,0.5,4.5,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
49053,3,1,0.3333333333333333,0.3333333333333333,2.6666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
51000,32,5,0.59375,0.59375,4.15625,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51001,7,2,0.5714285714285714,0.2857142857142857,3.142857142857143,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51005,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51013,70,3,0.5142857142857142,0.02857142857142857,3.0142857142857142,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
51015,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51017,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51019,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51027,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
51031,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
51035,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51041,3,5,0.6666666666666666,0.6666666666666666,4.666666666666667,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51047,2,3,0.5,0.5,3.5,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
51059,225,4,0.39555555555555555,0.044444444444444446,2.7422222222222223,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
51061,2,1,0.5,0.5,3,Cluster 1: Room air / No ARF,Room air / No ARF
51069,8,1,0.375,0.125,2.875,Cluster 1: Room air / No ARF,Room air / No ARF
51073,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
51085,2,1,0.5,0.5,2,Cluster 1: Room air / No ARF,Room air / No ARF
51087,3,2,0.6666666666666666,0.3333333333333333,2.6666666666666665,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51095,5,5,0.6,0.6,4.2,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51099,2,1,0.5,0.5,3,Cluster 1: Room air / No ARF,Room air / No ARF
51107,39,3,0.41025641025641024,0.15384615384615385,2.923076923076923,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
51127,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
51137,17,4,0.9411764705882353,0.058823529411764705,4.0588235294117645,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
51139,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51143,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
51153,33,2,0.3939393939393939,0.18181818181818182,2.5454545454545454,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51155,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51157,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51161,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51163,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51165,2,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
51171,4,1,0.25,0.25,3,Cluster 1: Room air / No ARF,Room air / No ARF
51177,6,1,0.5,0.3333333333333333,2.1666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
51179,5,1,0.4,0.2,2.2,Cluster 1: Room air / No ARF,Room air / No ARF
51187,20,2,0.8,0.1,2.3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51199,33,1,0.5151515151515151,0.48484848484848486,2.9393939393939394,Cluster 1: Room air / No ARF,Room air / No ARF
51510,78,2,0.4358974358974359,0.2564102564102564,2.9615384615384617,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51550,5,4,0.4,0.4,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
51600,2,1,0.5,0.5,2,Cluster 1: Room air / No ARF,Room air / No ARF
51610,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
51630,2,2,0.5,0.5,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51650,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
51680,4,1,0.5,0.25,2.25,Cluster 1: Room air / No ARF,Room air / No ARF
51683,3,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51700,4,5,0.5,0.5,3.75,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51710,3,4,0.6666666666666666,0.6666666666666666,3.3333333333333335,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
51740,3,5,0.6666666666666666,0.6666666666666666,4.333333333333333,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51760,2,1,0.5,0.5,2,Cluster 1: Room air / No ARF,Room air / No ARF
51775,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
51800,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
51810,5,1,0.4,0.2,2.2,Cluster 1: Room air / No ARF,Room air / No ARF
51820,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
51840,2,1,0.5,0.5,3,Cluster 1: Room air / No ARF,Room air / No ARF
53005,7,1,0.2857142857142857,0.2857142857142857,2.7142857142857144,Cluster 1: Room air / No ARF,Room air / No ARF
53007,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
53009,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
53011,147,1,0.3129251700680272,0.14285714285714285,2.6598639455782314,Cluster 1: Room air / No ARF,Room air / No ARF
53015,43,1,0.32558139534883723,0.16279069767441862,2.627906976744186,Cluster 1: Room air / No ARF,Room air / No ARF
53021,3,4,0.6666666666666666,0.3333333333333333,4.333333333333333,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
53027,2,1,0.5,0.5,2.5,Cluster 1: Room air / No ARF,Room air / No ARF
53033,18,1,0.4444444444444444,0.16666666666666666,2.7222222222222223,Cluster 1: Room air / No ARF,Room air / No ARF
53035,2,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
53039,33,1,0.5454545454545454,0.030303030303030304,1.5757575757575757,Cluster 1: Room air / No ARF,Room air / No ARF
53041,12,4,0.4166666666666667,0.08333333333333333,2.8333333333333335,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
53043,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
53045,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
53049,34,1,0.38235294117647056,0.11764705882352941,2.264705882352941,Cluster 1: Room air / No ARF,Room air / No ARF
53051,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
53053,9,5,0.4444444444444444,0.4444444444444444,3.5555555555555554,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
53059,4,1,0.5,0.25,2,Cluster 1: Room air / No ARF,Room air / No ARF
53061,5,4,0.4,0.4,3.8,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
53063,5,5,0.4,0.4,3.2,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
53067,7,1,0.42857142857142855,0.2857142857142857,2.142857142857143,Cluster 1: Room air / No ARF,Room air / No ARF
53069,5,4,0.4,0.2,3.4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
53071,3,4,0.6666666666666666,0.6666666666666666,3.3333333333333335,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
53077,9,5,0.3333333333333333,0.3333333333333333,3.4444444444444446,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54000,27,1,0.6296296296296297,0.14814814814814814,2.074074074074074,Cluster 1: Room air / No ARF,Room air / No ARF
54003,101,1,0.37623762376237624,0.37623762376237624,2.8415841584158414,Cluster 1: Room air / No ARF,Room air / No ARF
54011,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
54019,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
54023,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54027,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54031,3,4,0.6666666666666666,0.6666666666666666,3.6666666666666665,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
54037,61,5,0.5901639344262295,0.5901639344262295,4.409836065573771,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54049,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
54055,5,2,0.6,0.4,3.2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
54057,4,2,0.5,0.25,2.25,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
54061,3,3,0.3333333333333333,0.3333333333333333,4,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
54063,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54065,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
54067,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54077,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54079,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
54081,3,2,0.3333333333333333,0.3333333333333333,3.6666666666666665,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
54097,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
54103,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
55000,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
55001,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55003,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55005,10,2,0.5,0.3,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55007,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55009,4,2,0.5,0.25,3.25,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55013,21,2,0.38095238095238093,0.14285714285714285,2.619047619047619,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55017,6,1,0.3333333333333333,0.3333333333333333,2.8333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
55021,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
55025,7,4,0.5714285714285714,0.5714285714285714,3,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55027,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
55029,2,1,0.5,0.5,1.5,Cluster 1: Room air / No ARF,Room air / No ARF
55031,9,1,0.4444444444444444,0.2222222222222222,2.6666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
55033,4,2,0.75,0.75,1.75,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55035,9,1,0.3333333333333333,0.1111111111111111,2.5555555555555554,Cluster 1: Room air / No ARF,Room air / No ARF
55039,3,1,0.3333333333333333,0.3333333333333333,2.6666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
55057,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55059,25,3,0.32,0.16,2.76,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
55063,4,2,0.5,0.5,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55071,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
55073,5,2,0.4,0.4,2.6,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55079,17,1,0.23529411764705882,0.23529411764705882,2.9411764705882355,Cluster 1: Room air / No ARF,Room air / No ARF
55083,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55085,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55089,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55091,3,1,0.3333333333333333,0.3333333333333333,3.3333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
55093,27,4,0.37037037037037035,0.07407407407407407,3.037037037037037,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55095,22,2,0.5,0.045454545454545456,2.590909090909091,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55097,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
55099,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55101,9,2,0.6666666666666666,0.2222222222222222,2.888888888888889,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55105,8,1,0.375,0.25,2.625,Cluster 1: Room air / No ARF,Room air / No ARF
55107,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
55109,59,2,0.3559322033898305,0.1864406779661017,2.711864406779661,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55113,3,1,0.3333333333333333,0.3333333333333333,2,Cluster 1: Room air / No ARF,Room air / No ARF
55117,3,2,0.3333333333333333,0.3333333333333333,3.3333333333333335,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55121,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
55123,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
55125,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
55127,18,2,0.2777777777777778,0.2222222222222222,2.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55129,6,5,0.5,0.5,4.166666666666667,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
55131,5,3,0.6,0.2,2.8,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
55133,4,2,0.5,0.5,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
55139,3,5,0.6666666666666666,0.6666666666666666,4.333333333333333,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
56005,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
56011,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
56013,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
56045,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
66010,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
72000,18,2,0.8888888888888888,0.05555555555555555,2.0555555555555554,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
