vif
1.517676770789294
2.0362538911243035
1.2598692206400353
1.259141350265176
1.013042290668425
1.3469627352542328
1.1654150461499313
1.7669762956092852
1.7563351716885454
1
1
4
1
2
6
1
1
1
1.2319402464362035
1.4269736827020685
1.0292969437594575
1.1221146778583622
1.0032447459134255
1.0251316253666234
1.0795439065410593
1.3292766061318033
1.3252679622206769
