traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,9,9.111045165450335,0.3597262522348252,0.7900436706820246
2,14,12.265575537145551,0.1175658382164747,0.3961743113086819
3,14,13.184190683646113,0.048948558981233244,0.25996983914209115
4,15,13.319799460670744,0.07839264689126059,0.1989821109802879
5,10,9.54226664036645,0.33513051482674733,0.6894163543515901
NA,14,12.498012419228106,0.11215429180207111,0.3427141400852673
