traj_cluster_ra,mortality,pm25,no2
1,0.3810344827586207,8.473709744203001,5.6339667695719955
2,0.4239766081871345,8.72666764625521,6.562725369638585
3,0.22762951334379905,8.611631900184225,6.388365027760801
4,0.13118279569892474,8.609693519655712,6.358596723005442
5,0.48297213622291024,8.592566586206868,5.763638733166864
NA,1,8.687444382927271,8.159173070012498
