traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.3810344827586207,9.78448275862069,1,150.78333333333333,4
2,0.4239766081871345,5.818713450292398,0.13742690058479531,100.74166666666667,3
3,0.22762951334379905,5.938775510204081,0.25588697017268447,64.21666666666667,2
4,0.13118279569892474,5.04516129032258,0.28817204301075267,43.7,1
5,0.48297213622291024,12.393188854489164,0.9907120743034056,250.2,5
