county_code,traj_cluster_ra,n,county_total,prop_cluster_in_county,cluster_total,prop_county_in_cluster,n_suppressed,prop_cluster_in_county_suppressed,prop_county_in_cluster_suppressed,site_name
01003,5,1,1,1,323,0.0030959752321981426,NA,NA,NA,UCSF
01097,3,1,1,1,637,0.0015698587127158557,NA,NA,NA,UCSF
04013,2,1,3,0.3333333333333333,342,0.0029239766081871343,NA,NA,NA,UCSF
04013,3,1,3,0.3333333333333333,637,0.0015698587127158557,NA,NA,NA,UCSF
04013,5,1,3,0.3333333333333333,323,0.0030959752321981426,NA,NA,NA,UCSF
05143,4,1,1,1,465,0.002150537634408602,NA,NA,NA,UCSF
06001,1,45,182,0.24725274725274726,580,0.07758620689655173,45,0.24725274725274726,0.07758620689655173,UCSF
06001,2,30,182,0.16483516483516483,342,0.08771929824561403,30,0.16483516483516483,0.08771929824561403,UCSF
06001,3,53,182,0.29120879120879123,637,0.08320251177394035,53,0.29120879120879123,0.08320251177394035,UCSF
06001,4,28,182,0.15384615384615385,465,0.060215053763440864,28,0.15384615384615385,0.060215053763440864,UCSF
06001,5,26,182,0.14285714285714285,323,0.0804953560371517,26,0.14285714285714285,0.0804953560371517,UCSF
06007,1,10,18,0.5555555555555556,580,0.017241379310344827,NA,NA,NA,UCSF
06007,2,1,18,0.05555555555555555,342,0.0029239766081871343,NA,NA,NA,UCSF
06007,3,3,18,0.16666666666666666,637,0.004709576138147566,NA,NA,NA,UCSF
06007,4,4,18,0.2222222222222222,465,0.008602150537634409,NA,NA,NA,UCSF
06009,2,3,4,0.75,342,0.008771929824561403,NA,NA,NA,UCSF
06009,5,1,4,0.25,323,0.0030959752321981426,NA,NA,NA,UCSF
06013,1,50,147,0.3401360544217687,580,0.08620689655172414,50,0.3401360544217687,0.08620689655172414,UCSF
06013,2,15,147,0.10204081632653061,342,0.043859649122807015,15,0.10204081632653061,0.043859649122807015,UCSF
06013,3,29,147,0.19727891156462585,637,0.04552590266875981,29,0.19727891156462585,0.04552590266875981,UCSF
06013,4,32,147,0.21768707482993196,465,0.06881720430107527,32,0.21768707482993196,0.06881720430107527,UCSF
06013,5,21,147,0.14285714285714285,323,0.06501547987616099,21,0.14285714285714285,0.06501547987616099,UCSF
06015,4,1,2,0.5,465,0.002150537634408602,NA,NA,NA,UCSF
06015,5,1,2,0.5,323,0.0030959752321981426,NA,NA,NA,UCSF
06017,1,3,8,0.375,580,0.005172413793103448,NA,NA,NA,UCSF
06017,2,2,8,0.25,342,0.005847953216374269,NA,NA,NA,UCSF
06017,3,2,8,0.25,637,0.0031397174254317113,NA,NA,NA,UCSF
06017,5,1,8,0.125,323,0.0030959752321981426,NA,NA,NA,UCSF
06019,1,27,67,0.40298507462686567,580,0.04655172413793104,27,0.40298507462686567,0.04655172413793104,UCSF
06019,2,5,67,0.07462686567164178,342,0.014619883040935672,NA,NA,NA,UCSF
06019,3,12,67,0.1791044776119403,637,0.018838304552590265,12,0.1791044776119403,0.018838304552590265,UCSF
06019,4,12,67,0.1791044776119403,465,0.025806451612903226,12,0.1791044776119403,0.025806451612903226,UCSF
06019,5,11,67,0.16417910447761194,323,0.034055727554179564,11,0.16417910447761194,0.034055727554179564,UCSF
06021,1,1,4,0.25,580,0.0017241379310344827,NA,NA,NA,UCSF
06021,2,2,4,0.5,342,0.005847953216374269,NA,NA,NA,UCSF
06021,3,1,4,0.25,637,0.0015698587127158557,NA,NA,NA,UCSF
