k,avg_sil_width,min_sil_width,selected_k
2,0.43604505320120807,-0.3478367308291599,FALSE
3,0.5165355786496499,-0.4446104201349919,FALSE
4,0.5710726091868213,-0.6633355064227825,TRUE
5,0.5007642356496965,-0.6633355064227825,FALSE
6,0.4797796677087646,-0.6625176304369559,FALSE
7,0.4760960225867975,-0.6625176304369559,FALSE
8,0.46295029887841266,-0.6625176304369559,FALSE
9,0.4619492919292968,-0.6625176304369559,FALSE
10,0.45061993539207407,-0.6857843408590125,FALSE
