vif
4.275242693682127
5.13265930831185
1.094040372098113
1.0614675701621998
1.0277383756082998
1.501172439519664
1.454650699517805
1.7625363534397998
1.8036039215055026
1
1
3
1
1
6
1
1
1
2.0676660014814114
2.265537311171866
1.0150923576228867
1.030275482656071
1.013774321833168
1.0344334329894134
1.2060890097823647
1.327605496162094
1.3429832171347127
