site_name,device_t0,n,prop
Penn,FACE MASK,262,0.08893414799728445
Penn,HIGH FLOW NC,212,0.07196198234894773
Penn,IMV,380,0.12898845892735913
Penn,NASAL CANNULA,974,0.33061778682959947
Penn,NIPPV,264,0.08961303462321792
Penn,OTHER,9,0.003054989816700611
Penn,ROOM AIR,674,0.2287847929395791
Penn,TRACH COLLAR,16,0.005431093007467753
Penn,UNK,91,0.030889341479972843
Penn,Unknown / missing,64,0.02172437202987101
