traj_cluster_ra,mortality,pm25,no2
1,0.15847457627118644,7.712708707742801,8.699786014647449
2,0.31844106463878324,7.822889141244638,8.956106595665284
3,0.6616314199395771,7.724691604601797,8.57233568815363
4,0.6935483870967742,7.784055043573215,8.748887811016287
NA,0.9090909090909091,7.473879934761598,7.064976223297417
