pm25_5y_z,no2_5y_z,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,predicted_expected_rank
-2,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.828443733685306
-1.9,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8372394242832453
-1.8,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8460819172513614
-1.7,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8549708059581604
-1.6,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8639056785082622
-1.5,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8728861178239542
-1.4,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8819117017194287
-1.2999999999999998,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.8909820029675157
-1.2,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9000965893586867
-1.1,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9092550237521733
-1,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9184568641190616
-0.8999999999999999,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9277016635772422
-0.7999999999999998,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.936988970418113
-0.7,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9463183281250105
-0.5999999999999999,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9556892753832882
-0.5,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9651013460820752
-0.3999999999999999,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9745540693077213
-0.2999999999999998,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9840469693289875
-0.19999999999999996,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,1.9935795655740542
-0.09999999999999987,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.003151372599481
0,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.0127619000512285
0.10000000000000009,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.022410652617926
0.20000000000000018,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.0320971299765827
0.30000000000000027,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.041820826730957
0.40000000000000036,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.051581232342837
0.5,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.0613778310565216
0.6000000000000001,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.0712101018167832
0.7000000000000002,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.0810775181806527
0.8000000000000003,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.0909795482233853
0.9000000000000004,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.100915654438965
1,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1108852936355516
1.1,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1208879168263066
1.2000000000000002,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1309229691160025
1.3000000000000003,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1409898895838966
1.4000000000000004,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.151088111163336
1.5,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1612170605185836
1.6,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1713761579193647
1.7000000000000002,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.1815648171136672
1.8000000000000003,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.191782445199304
1.9000000000000004,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.2020284424947896
2,0,69.3670553934148,female,white,2021,7.805498981670061,FALSE,2.2123022024100774
