site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
Penn,2946,69.3670553934148,10.412366868572743,7.805498981670061,4.030210454854039,0.21181262729124237,0.13068567549219282,0.3424983027834352,0.2111337406653089,0.253224711473184,0.6928038017651053,0.6211812627291242,0.1493550577053632,0.1425661914460285
