traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.15847457627118644,2.201694915254237,0.06186440677966102,46,1
2,0.31844106463878324,3.741444866920152,0.13498098859315588,69.24166666666667,2
3,0.6616314199395771,4.664652567975831,0.10574018126888217,121.8,3
4,0.6935483870967742,10.18010752688172,1,150.89166666666665,4
