traj_cluster_ra,h,rs,n,prop
1,0,IMV,21,0.05426356589147287
1,0,LOW_O2,130,0.3359173126614987
1,0,NIV,11,0.028423772609819122
1,0,ROOM AIR,225,0.5813953488372093
1,1,IMV,21,0.05426356589147287
1,1,LOW_O2,126,0.32558139534883723
1,1,NIV,13,0.03359173126614987
1,1,ROOM AIR,227,0.58656330749354
1,2,IMV,20,0.05167958656330749
1,2,LOW_O2,126,0.32558139534883723
1,2,NIV,13,0.03359173126614987
1,2,ROOM AIR,228,0.5891472868217055
1,3,IMV,20,0.05167958656330749
1,3,LOW_O2,121,0.31266149870801035
1,3,NIV,12,0.031007751937984496
1,3,ROOM AIR,234,0.6046511627906976
1,4,IMV,19,0.04909560723514212
1,4,LOW_O2,122,0.3152454780361757
1,4,NIV,12,0.031007751937984496
1,4,ROOM AIR,234,0.6046511627906976
1,5,IMV,18,0.046511627906976744
1,5,LOW_O2,120,0.31007751937984496
1,5,NIV,12,0.031007751937984496
1,5,ROOM AIR,237,0.6124031007751938
1,6,IMV,16,0.041343669250646
1,6,LOW_O2,118,0.3049095607235142
1,6,NIV,12,0.031007751937984496
1,6,ROOM AIR,241,0.6227390180878553
1,7,IMV,16,0.041343669250646
1,7,LOW_O2,112,0.28940568475452194
1,7,NIV,11,0.028423772609819122
1,7,ROOM AIR,248,0.6408268733850129
1,8,IMV,15,0.03875968992248062
1,8,LOW_O2,108,0.27906976744186046
1,8,NIV,11,0.028423772609819122
1,8,ROOM AIR,253,0.6537467700258398
1,9,IMV,15,0.03875968992248062
1,9,LOW_O2,106,0.2739018087855297
1,9,NIV,12,0.031007751937984496
1,9,ROOM AIR,254,0.6563307493540051
1,10,IMV,16,0.041343669250646
1,10,LOW_O2,102,0.26356589147286824
1,10,NIV,13,0.03359173126614987
1,10,ROOM AIR,256,0.661498708010336
1,11,IMV,12,0.031007751937984496
1,11,LOW_O2,102,0.26356589147286824
1,11,NIV,11,0.028423772609819122
1,11,ROOM AIR,262,0.6770025839793282
1,12,IMV,12,0.031007751937984496
1,12,LOW_O2,102,0.26356589147286824
1,12,NIV,11,0.028423772609819122
1,12,ROOM AIR,262,0.6770025839793282
1,13,IMV,12,0.031007751937984496
1,13,LOW_O2,97,0.25064599483204136
1,13,NIV,10,0.025839793281653745
1,13,ROOM AIR,268,0.6925064599483204
1,14,IMV,11,0.028423772609819122
1,14,LOW_O2,92,0.23772609819121446
1,14,NIV,9,0.023255813953488372
1,14,ROOM AIR,275,0.710594315245478
1,15,IMV,10,0.025839793281653745
1,15,LOW_O2,87,0.2248062015503876
1,15,NIV,7,0.01808785529715762
1,15,ROOM AIR,283,0.7312661498708011
1,16,IMV,9,0.023255813953488372
1,16,LOW_O2,81,0.20930232558139536
1,16,NIV,5,0.012919896640826873
1,16,ROOM AIR,292,0.7545219638242894
