site_name,device_t0,n,prop
umn,CPAP,1,9.775171065493646e-4
umn,FACE MASK,97,0.09481915933528837
umn,HIGH FLOW NC,41,0.04007820136852395
umn,IMV,146,0.14271749755620725
umn,NASAL CANNULA,274,0.2678396871945259
umn,NIPPV,154,0.15053763440860216
umn,OTHER,2,0.0019550342130987292
umn,ROOM AIR,238,0.23264907135874877
umn,TRACH COLLAR,4,0.0039100684261974585
umn,UNK,43,0.042033235581622676
umn,Unknown / missing,23,0.022482893450635387
