k,avg_sil_width,min_sil_width,selected_k
2,0.4390371893690522,-0.3800522683052392,FALSE
3,0.5288506867587651,-0.5758456074226364,FALSE
4,0.5993838009968775,-0.5101787391775968,TRUE
5,0.5213078332974117,-0.5101787391775968,FALSE
6,0.5095528383216249,-0.5168370576805389,FALSE
7,0.44986808052856597,-0.5168370576805389,FALSE
8,0.4626936042186079,-0.4728661216686657,FALSE
9,0.46101424970349547,-0.5138995852913892,FALSE
10,0.47284959329300297,-0.5138995852913892,FALSE
