traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPOX,2,0.00516795865633075
1,0,ARF_MIXED,2,0.00516795865633075
1,0,NO_ARF,383,0.9896640826873385
1,1,ARF_HYPOX,4,0.0103359173126615
1,1,ARF_MIXED,2,0.00516795865633075
1,1,NO_ARF,381,0.9844961240310077
1,2,ARF_HYPOX,6,0.015503875968992248
1,2,ARF_MIXED,2,0.00516795865633075
1,2,NO_ARF,379,0.979328165374677
1,3,ARF_HYPOX,7,0.01808785529715762
1,3,ARF_MIXED,2,0.00516795865633075
1,3,NO_ARF,378,0.9767441860465116
1,4,ARF_HYPOX,7,0.01808785529715762
1,4,ARF_MIXED,2,0.00516795865633075
1,4,NO_ARF,378,0.9767441860465116
1,5,ARF_HYPOX,7,0.01808785529715762
1,5,ARF_MIXED,2,0.00516795865633075
1,5,NO_ARF,378,0.9767441860465116
1,6,ARF_HYPOX,7,0.01808785529715762
1,6,ARF_MIXED,2,0.00516795865633075
1,6,NO_ARF,378,0.9767441860465116
1,7,ARF_HYPOX,7,0.01808785529715762
1,7,NO_ARF,380,0.9819121447028424
1,8,ARF_HYPOX,5,0.012919896640826873
1,8,NO_ARF,382,0.9870801033591732
1,9,ARF_HYPOX,5,0.012919896640826873
1,9,NO_ARF,382,0.9870801033591732
1,10,ARF_HYPOX,4,0.0103359173126615
1,10,NO_ARF,383,0.9896640826873385
1,11,ARF_HYPOX,4,0.0103359173126615
1,11,ARF_MIXED,1,0.002583979328165375
1,11,NO_ARF,382,0.9870801033591732
1,12,ARF_HYPOX,5,0.012919896640826873
1,12,ARF_MIXED,1,0.002583979328165375
1,12,NO_ARF,381,0.9844961240310077
1,13,ARF_HYPER,1,0.002583979328165375
1,13,ARF_HYPOX,5,0.012919896640826873
1,13,NO_ARF,381,0.9844961240310077
1,14,ARF_HYPER,1,0.002583979328165375
1,14,ARF_HYPOX,4,0.0103359173126615
1,14,NO_ARF,382,0.9870801033591732
1,15,ARF_HYPER,1,0.002583979328165375
1,15,ARF_HYPOX,4,0.0103359173126615
1,15,NO_ARF,382,0.9870801033591732
1,16,ARF_HYPER,1,0.002583979328165375
1,16,ARF_HYPOX,3,0.007751937984496124
1,16,NO_ARF,383,0.9896640826873385
1,17,ARF_HYPER,1,0.002583979328165375
1,17,ARF_HYPOX,4,0.0103359173126615
1,17,NO_ARF,382,0.9870801033591732
1,18,ARF_HYPOX,2,0.00516795865633075
1,18,NO_ARF,385,0.9948320413436692
1,19,ARF_HYPOX,1,0.002583979328165375
1,19,NO_ARF,386,0.9974160206718347
1,20,ARF_HYPOX,1,0.002583979328165375
1,20,NO_ARF,386,0.9974160206718347
1,21,ARF_HYPOX,1,0.002583979328165375
1,21,NO_ARF,386,0.9974160206718347
1,22,ARF_HYPOX,1,0.002583979328165375
1,22,NO_ARF,386,0.9974160206718347
1,23,ARF_HYPOX,1,0.002583979328165375
1,23,NO_ARF,386,0.9974160206718347
1,24,NO_ARF,387,1
1,25,NO_ARF,387,1
1,26,NO_ARF,387,1
1,27,NO_ARF,387,1
1,28,NO_ARF,387,1
1,29,NO_ARF,387,1
1,30,NO_ARF,387,1
1,31,NO_ARF,387,1
1,32,NO_ARF,387,1
1,33,NO_ARF,387,1
1,34,NO_ARF,387,1
1,35,NO_ARF,387,1
1,36,NO_ARF,387,1
1,37,ARF_HYPOX,1,0.002583979328165375
1,37,NO_ARF,386,0.9974160206718347
1,38,ARF_HYPOX,1,0.002583979328165375
1,38,NO_ARF,386,0.9974160206718347
1,39,ARF_HYPOX,1,0.002583979328165375
1,39,NO_ARF,386,0.9974160206718347
1,40,ARF_HYPOX,1,0.002583979328165375
1,40,NO_ARF,386,0.9974160206718347
1,41,ARF_HYPOX,1,0.002583979328165375
1,41,NO_ARF,386,0.9974160206718347
1,42,ARF_HYPOX,1,0.002583979328165375
1,42,NO_ARF,386,0.9974160206718347
1,43,ARF_HYPOX,1,0.002583979328165375
1,43,NO_ARF,386,0.9974160206718347
1,44,NO_ARF,387,1
1,45,NO_ARF,387,1
1,46,ARF_HYPOX,1,0.002583979328165375
