traj_cluster_ra,pct_room_air,pct_low_o2,pct_niv,pct_imv,pct_other,pct_no_arf,pct_hypox,pct_hyper,pct_mixed,pct_vaso,transition_count,n_cluster
1,0.8374216841881703,0.1371632862553538,0.013627836182789989,0.01168100244239142,1.0619093129446744e-4,0.9953275990230435,0.003929064457895296,1.7698488549077907e-4,5.66351633570493e-4,0.023999150472549642,1.7803617571059431,387
2,0.05751822478570856,0.8314107185772651,0.09773291676680285,0.012897540655291195,4.405992149323079e-4,0.9735239926299768,0.016542497797003924,0.0032844668749499317,0.006649042698069374,0.05323239605863975,2.654970760233918,342
3,0.002609262883235486,0.11545988258317025,0.8168080017395086,0.04881495977386388,0.016307893020221786,0.9104153076755817,0.048380082626657966,0.007392911502500543,0.03381169819525984,0.07675581648184387,2.6031746031746033,126
4,0.01610626816106268,0.11382316313823163,0.024906600249066,0.844167704441677,9.9626400996264e-4,0.816604400166044,0.11805728518057285,0.01361560813615608,0.05172270651722706,0.26284765462847653,0.9272727272727272,165
