traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.12661498708010335,3.2764857881136953,0.056847545219638244,42.11666666666667,1
2,0.26608187134502925,4.885964912280702,0.06725146198830409,47.775000000000006,2
3,0.6111111111111112,6.023809523809524,0.16666666666666666,99.39166666666667,3
4,0.5575757575757576,10.187878787878788,1,121.16666666666667,4
