traj_cluster_ra,mortality,pm25,no2
1,0.12661498708010335,7.003895295375534,5.689763233130176
2,0.26608187134502925,7.00258465101848,5.7606167957493835
3,0.6111111111111112,7.04268396596953,5.63510523595542
4,0.5575757575757576,7.248448427271886,6.07234434662958
NA,1,7.492913186259385,4.627131087611218
