vif
4.874234322698112
5.404409505911969
1.1516323432366384
1.0917627255659916
1.0219968057356492
1.123167230730599
3.9764844174161094
2.009191183915653
2.1407334259717437
1
1
3
1
1
5
1
1
1
2.2077668180082135
2.324738588726046
1.0238090768107113
1.0448745023044594
1.0109385766383876
1.0116829769398357
1.9941124385089497
1.417459411734831
1.4631245421944585
