site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
umn,1023,69.5229716520039,10.046234126450655,7.367546432062561,5.259042033235581,0.22189638318670576,0.08308895405669599,0.30498533724340177,0.22580645161290322,0.3020527859237537,0.5796676441837733,0.5210166177908113,0.09579667644183773,0.07331378299120235
